Coordination,R1-CHARMM36m,CHARMM36m(NH2-CT3),R2-CHARMM36m,R3-CHARMM36m,R1-a99sb-ILDN,R2-a99sb-ILDN,R3-a99sb-ILDN,R1-a99sb*-ILDN,R2-a99sb*-ILDN,R3-a99sb*-ILDN
Tetrahedral,9.574,10.471,43.027,10.968,0.533,0.32,6.964,1.62,0.325,2.989
Tetrahedral,8.978,9.27,45.198,10.715,0.303,0.797,6.279,0.317,0.622,2.837
Tetrahedral,10.575,9.573,41.436,9.458,0.727,0.584,6.837,0.674,5.474,1.665
Tetrahedral,9.67,10.51,41.704,10.549,0.6,0.851,7.685,0.61,7.654,3.24
Tetrahedral,9.46,10.201,42.391,9.254,0.376,0.518,5.604,0.503,7.193,3.655
Tetrahedral,9.376,8.907,43.185,11.731,0.294,0.789,8.35,1.296,7.769,2.951
Tetrahedral,12.348,11.643,42.656,10.399,0.323,0.368,0.275,0.475,5.773,2.314
Tetrahedral,9.435,8.519,46.133,10.035,0.809,0.919,7.911,0.291,8.244,3.145
Tetrahedral,10.098,9.591,42.531,11.499,1.311,0.384,8.43,4.082,7.177,3.325
Tetrahedral,12.23,8.736,47.28,10.484,0.792,0.965,7.547,6.577,8.667,1.932
Tetrahedral,9.697,10.184,52.211,9.498,0.276,0.502,9.459,7.877,6.322,1.348
Tetrahedral,8.613,11.798,51.302,8.299,0.333,0.988,10.174,8.521,9.143,2.55
Tetrahedral,8.91,9.538,53.041,9.24,0.223,0.953,6.83,0.092,8.078,2.322
Tetrahedral,8.298,11.587,51.842,11.281,0.716,0.729,10.756,1.238,8.353,2.189
Tetrahedral,10.391,7.903,50.508,9.847,0.369,1.048,7.865,6.198,7.251,3.23
Tetrahedral,9.219,11.399,52.377,10.175,0.269,0.716,7.176,4.906,7.83,1.972
Tetrahedral,8.33,9.065,49.945,10.659,1.518,0.372,6.988,7.529,6.451,3.217
Tetrahedral,10.556,10.407,54.505,9.025,0.528,0.383,5.717,6.796,2.562,2.657
Tetrahedral,7.926,7.267,50.124,10.356,0.812,0.957,7.988,8.502,2.421,1.786
Tetrahedral,12.047,9.65,51.853,10.137,0.38,0.582,8.542,8.099,2.75,3.955
Tetrahedral,10.594,9.604,52.015,11.88,0.561,0.848,8.727,7.736,0.596,3.365
Tetrahedral,8.307,10.524,54.375,11.048,0.503,0.278,6.825,9.202,2.604,3.047
Tetrahedral,10.75,7.858,49.499,8.783,0.481,0.83,8.619,6.944,3.276,3.111
Tetrahedral,8.077,9.105,55.038,9.645,0.503,0.399,7.95,7.962,3.213,2.512
Tetrahedral,9.28,8.568,52.257,12.541,0.414,0.185,6.503,9.944,3.144,3.796
Tetrahedral,10.746,11.788,52.056,11.451,0.355,0.412,8.707,6.19,5.02,1.96
Tetrahedral,9.133,9.733,51.921,10.449,0.175,0.261,6.269,6.023,6.49,2.661
Tetrahedral,10.277,10.139,53.241,10.608,0.897,0.447,8.678,6.28,7.688,2.874
Tetrahedral,8.586,10.875,51.748,9.766,0.559,0.189,8.636,8.185,3.312,2.914
Tetrahedral,9.692,9.178,55.301,10.777,0.695,0.611,6.675,8.218,7.531,3.137
Tetrahedral,9.177,9.532,48.966,7.87,0.608,0.208,6.19,9.175,2.671,2.318
Tetrahedral,8.109,9.824,52.868,10.291,0.852,0.574,7.681,5.51,2.174,2.282
Tetrahedral,7.751,10.503,52.1,10.905,0.317,0.744,7.049,6.918,2.881,2.104
Tetrahedral,11.869,11.746,50.434,10.762,0.566,0.505,5.664,7.736,2.682,4.336
Tetrahedral,7.078,10.229,54.379,10.264,0.845,0.877,8.277,7.682,2.688,2.455
Tetrahedral,8.531,7.406,53.431,8.468,0.86,1.452,7.349,6.81,2.954,2.923
Tetrahedral,7.489,9.85,55.589,10.989,0.707,0.929,7.551,8.007,2.039,3.489
Tetrahedral,6.569,11.561,54.047,7.488,1.175,0.621,9.229,8.212,2.763,2.336
Tetrahedral,10.858,11.872,53.919,8.495,0.306,0.378,7.762,8.063,2.258,3.87
Tetrahedral,9.519,10.019,51.629,8.61,0.509,0.209,9.39,9.037,2.189,2.661
Tetrahedral,8.759,8.12,53.098,9.839,0.657,0.326,9.015,3.522,2.912,3.705
Tetrahedral,8.213,11.061,51.919,12.487,0.242,0.34,6.079,7.535,3.374,2.706
Tetrahedral,9.872,6.907,52.507,11.977,0.904,0.319,6.198,6.996,2.782,3.631
Tetrahedral,10.45,8.941,54.464,8.396,0.773,0.889,7.733,6.313,2.109,2.625
Tetrahedral,9.343,9.487,52.861,9.935,0.563,0.156,9.136,6.623,2.765,2.978
Tetrahedral,10.703,8.405,54.22,8.771,0.444,0.727,8.39,4.837,2.905,2.334
Tetrahedral,9.233,8.675,55.253,9.623,0.845,0.442,8.62,6.466,2.174,3.528
Tetrahedral,9.128,8.902,54.319,10.846,0.406,0.178,9.207,5.889,2.15,2.228
Tetrahedral,10.343,7.817,46.5,10.496,0.473,0.452,7.863,8.951,3.184,3.164
Tetrahedral,9.348,9.733,53.787,12.194,0.454,0.32,6.091,6.656,9.153,2.601
Tetrahedral,10.593,8.492,52.613,12.443,0.435,0.681,7.494,9.107,1.96,2.628
Tetrahedral,8.363,9.133,54.197,10.355,0.443,0.244,8.318,8.155,5.815,2.844
Tetrahedral,11.824,11.652,55.371,11.766,0.14,2.182,10.359,7.236,7.565,2.708
Tetrahedral,10.062,10.837,55.909,9.222,0.446,0.738,8.89,6.325,7.189,3.09
Tetrahedral,7.68,10.06,54.065,8.429,0.73,0.639,5.076,10.494,7.203,2.556
Tetrahedral,8.935,9.75,52.897,10.136,0.604,0.573,7.116,8.272,8.026,2.382
Tetrahedral,9.679,10.55,54.274,10.899,0.727,2.245,7.454,6.444,7.938,2.207
Tetrahedral,10.988,8.747,47.442,9.257,0.47,0.954,8.353,5.391,8.305,2.12
Tetrahedral,8.553,8.124,51.453,9.281,0.584,0.264,7.049,8.099,8.523,2.441
Tetrahedral,8.46,9.803,50.94,9.774,0.59,0.369,6.949,9.265,8.527,2.373
Tetrahedral,7.212,7.584,53.289,9.726,0.313,0.589,8.63,7.487,6.97,3.372
Tetrahedral,11.734,9.048,54.653,8.707,0.778,0.769,8.846,7.104,7.682,3.707
Tetrahedral,11.412,9.531,49.633,12.529,0.481,0.977,7.772,6.576,7.402,1.988
Tetrahedral,10.635,8.744,52.861,10.351,0.785,1.31,8.233,7.828,8.646,4.09
Tetrahedral,8.971,8.636,54.556,11.381,0.338,1.374,5.969,7.434,7.405,3.262
Tetrahedral,9.587,9.13,54.051,9.226,0.379,1.155,6.745,6.926,6.995,3.048
Tetrahedral,7.864,7.705,54.34,11.572,0.187,0.551,7.452,2.414,8.21,2.278
Tetrahedral,8.105,10.88,55.26,11.722,0.846,0.293,8.003,7.816,9.076,2.703
Tetrahedral,12.637,8.936,52.614,11.861,0.133,0.217,5.125,9.152,8.118,2.769
Tetrahedral,10.965,8.665,54.838,9.184,0.303,0.34,8.052,2.585,7.366,3.03
Tetrahedral,10.544,11.198,54.142,10.06,0.638,0.344,7.124,0.444,6.712,2.86
Tetrahedral,8.593,8.017,52.894,10.551,0.171,1.264,7.222,7.871,7.8,3.826
Tetrahedral,8.984,10.208,52.29,12.492,0.657,0.616,0.317,4.825,6.773,3.304
Tetrahedral,8.638,8.003,51.776,10.99,0.563,0.366,0.299,7.064,10.419,1.866
Tetrahedral,9.909,9.237,51.522,11.426,0.442,0.855,7.409,7.018,5.759,2.832
Tetrahedral,9.795,9.22,49.306,8.482,0.811,0.98,7.356,5.978,5.974,2.285
Tetrahedral,10.459,8.655,54.417,11.705,0.198,0.209,8.23,6.899,9.42,2.109
Tetrahedral,11.484,8.047,48.942,11.428,0.285,0.612,8.45,6.097,8.198,2.666
Tetrahedral,9.863,9.013,54.997,9.256,0.768,0.523,9.453,8.097,8.581,2.471
Tetrahedral,10.631,9.027,50.155,9.977,0.261,0.122,7.853,8.223,7.11,1.574
Tetrahedral,11.455,8.842,49.045,9.647,0.561,0.464,9.214,7.194,7.157,2.04
Tetrahedral,8.999,7.941,52.389,9.894,0.241,0.448,0.467,6.416,8.6,2.74
Tetrahedral,7.908,9.299,55.09,10.422,0.204,0.221,0.434,5.954,8.231,2.06
Tetrahedral,9.229,8.474,52.824,11.822,0.847,0.466,1.948,7.778,7.776,2.935
Tetrahedral,8.751,10.121,54.897,9.643,0.223,0.407,0.868,6.916,7.722,2.868
Tetrahedral,10.776,7.859,54.794,8.486,0.911,0.362,0.791,5.806,7.568,2.948
Tetrahedral,8.685,10.028,53.055,11.547,0.715,0.298,0.38,8.213,8.493,3.026
Tetrahedral,9.144,9.104,49.489,11.944,0.855,0.534,6.192,5.883,9.382,2.642
Tetrahedral,10.499,7.999,51.229,10.665,0.414,0.877,8.578,8.076,7.136,2.41
Tetrahedral,11.44,9.156,54.677,11.264,0.69,0.543,6.923,8.68,9.268,2.246
Tetrahedral,11.436,9.353,50.227,8.492,0.275,0.427,8.444,9.352,8.533,1.791
Tetrahedral,7.985,10.982,51.75,9.896,1.158,0.705,7.902,7.053,6.863,0.966
Tetrahedral,10.119,12.361,53.188,8.408,0.809,0.332,9.556,7.258,7.603,2.232
Tetrahedral,9.086,11.183,49.006,9.171,0.659,0.456,7.87,5.978,8.912,1.786
Tetrahedral,8.709,9.654,54.061,9.132,0.241,0.315,10.068,7.252,7.021,3.288
Tetrahedral,9.307,9.462,52.651,9.418,0.621,0.61,7.543,8.67,8.127,1.933
Tetrahedral,9.432,9.565,46.228,9.883,0.458,0.532,1.001,6.743,7.992,3.205
Tetrahedral,10.694,8.26,39.979,12.403,0.733,0.447,0.413,9.481,6.286,2.084
Tetrahedral,8.765,7.968,47.124,11.562,0.892,0.331,0.115,6.494,7.876,3.819
Tetrahedral,10.334,8.208,44.535,12.075,0.265,0.11,2.19,10.417,6.824,2.281
Tetrahedral,10.938,9.121,44.816,9.317,0.417,0.605,7.995,8.449,5.876,3.281
Tetrahedral,9.908,9.155,48.63,11.292,0.563,0.56,8.804,6.06,7.864,2.314
Tetrahedral,8.255,11.272,44.443,9.153,0.521,0.747,8.051,8.499,7.486,1.708
Tetrahedral,7.655,10.81,46.792,11.603,0.924,0.382,4.665,6.404,8.668,2.793
Tetrahedral,9.954,9.531,45.677,11.21,0.72,0.411,8.018,6.754,6.136,2.935
Tetrahedral,8.736,9.869,46.476,13.111,0.699,0.237,7.906,8.255,7.22,2.851
Tetrahedral,9.244,8.56,52.247,8.637,0.48,0.771,7.371,6.902,9.775,2.167
Tetrahedral,9.602,12.649,47.363,10.783,0.869,0.36,6.332,2.844,7.477,1.841
Tetrahedral,8.6,8.86,50.962,10.109,0.631,0.477,8.569,7.069,7.067,3.091
Tetrahedral,10.971,10.84,48.229,12.679,0.616,0.192,8.623,8.008,7.919,2.948
Tetrahedral,10.648,10.883,45.247,10.322,0.555,0.329,9.244,9.313,7.56,3.411
Tetrahedral,8.528,13.453,44.031,10.474,0.664,0.54,6.037,7.119,7.847,3.009
Tetrahedral,8.956,9.469,45.601,12.443,0.784,0.596,6.827,7.116,7.605,2.764
Tetrahedral,9.454,12.23,47.097,10.857,0.825,0.511,8.591,6.764,8.013,2.078
Tetrahedral,8.404,8.596,40.273,13.058,0.192,0.466,6.531,3.323,7.49,2.068
Tetrahedral,8.685,9.751,40.328,8.809,0.389,0.441,9.179,7.293,6.154,2.725
Tetrahedral,9.971,11.342,39.652,9.545,0.697,0.565,8.144,9.989,8.196,2.864
Tetrahedral,9.323,8.365,41.445,9.792,0.458,0.524,8.674,8.46,8.679,2.385
Tetrahedral,8.701,7.625,45.846,8.169,0.411,0.809,3.176,3.821,9.066,2.403
Tetrahedral,10.399,12.32,48.513,11.671,0.121,0.814,7.727,7.346,5.845,2.626
Tetrahedral,8.922,10.092,47.66,10.712,0.401,0.279,7.206,6.532,9.454,3.017
Tetrahedral,11.618,11.224,45.704,10.114,0.337,1.002,7.423,5.997,8.424,2.534
Tetrahedral,10.945,10.793,46.672,11.404,0.98,0.669,8.853,10.718,7.1,2.882
Tetrahedral,12.408,10.103,46.514,13.031,0.189,0.765,7.554,6.398,8.51,1.841
Tetrahedral,10.261,8.715,44.297,10.407,0.345,0.329,8.955,7.128,8.395,1.529
Tetrahedral,10.185,8.517,42.63,8.435,0.177,0.297,6.752,7.948,8.989,2.706
Tetrahedral,9.826,9.227,46.562,7.585,0.447,0.581,9.75,7.117,8.3,2.089
Tetrahedral,8.976,9.39,46.259,10.206,0.761,0.764,7.83,8.299,7.593,2.161
Tetrahedral,7.517,10.186,42.589,8.306,0.208,0.211,8.226,6.475,9.224,2.024
Tetrahedral,9.668,7.937,41.113,9.617,0.406,0.23,8.115,5.794,8.26,2.445
Tetrahedral,9.703,9.586,43.691,8.984,0.677,0.381,8.472,6.641,7.444,2.813
Tetrahedral,9.371,10.334,44.009,8.387,0.485,0.545,8.17,6.63,7.352,2.96
Tetrahedral,7.347,9.953,44.595,7.199,0.852,0.314,8.329,7.391,7.154,2.696
Tetrahedral,8.248,11.8,44.702,9.108,0.278,1.05,7.088,7.2,7.176,2.912
Tetrahedral,10.314,12.318,48.853,10.548,0.218,0.472,3.617,8.513,7.718,3.462
Tetrahedral,9.798,10.089,48.734,11.228,0.636,0.882,8.949,7.37,8.324,2.615
Tetrahedral,9.469,11.543,42.177,8.738,0.434,0.701,6.528,5.22,7.895,2.046
Tetrahedral,9.761,10.087,49.327,10.184,0.24,0.698,0.413,6.537,6.885,2.576
Tetrahedral,7.946,12.096,46.098,11.15,0.54,0.749,5.754,6.242,8.384,2.691
Tetrahedral,8.466,11.607,48.613,9.742,0.447,0.611,7.535,5.95,8.226,0.797
Tetrahedral,7.643,9.123,38.815,7.991,0.962,0.579,1.506,9.408,9.759,3.702
Tetrahedral,9.643,9.506,39.518,12.872,0.412,0.512,9.506,8.512,7.034,3.467
Seesaw,0.69,0.415,0.69,0.69,8.427,8.427,8.427,7.724,7.724,7.724
Seesaw,1.229,0.826,0.849,0.57,8.622,6.189,8.163,0.612,8.341,7.663
Seesaw,1.667,1.529,0.635,0.99,6.972,7.647,7.295,0.447,7.967,7.481
Seesaw,1.586,0.72,0.297,0.727,8.243,8.494,7.32,1.75,8.263,8.41
Seesaw,0.539,0.59,0.437,1.258,7.684,5.631,8.626,0.647,8.534,7.138
Seesaw,1.014,0.803,0.66,0.742,8.336,7.73,8.183,0.421,8.88,7.225
Seesaw,0.472,0.563,0.579,0.508,8.16,7.385,7.785,0.808,8.832,7.712
Seesaw,0.303,0.708,0.653,0.483,7.753,8.887,8.776,0.892,7.488,7.115
Seesaw,0.478,0.607,0.648,1.071,8.397,8.388,7.741,0.765,7.75,5.291
Seesaw,0.637,0.593,0.711,1.545,7.16,8.484,7.604,8.829,6.655,8.043
Seesaw,0.415,0.838,0.621,0.666,8.82,6.302,8.396,8.369,6.594,7.477
Seesaw,0.643,0.988,0.639,0.592,5.318,5.795,6.3,8.008,7.351,8.099
Seesaw,0.544,0.327,0.886,2.052,8.136,7.198,8.466,7.794,6.027,7.041
Seesaw,0.526,1.294,0.604,0.531,8.341,5.995,7.655,8.56,7.78,8.728
Seesaw,0.722,0.469,1.06,0.785,7.552,7.674,7.556,6.803,5.807,9.113
Seesaw,0.525,0.776,1.239,0.415,6.496,8.667,7.67,7.692,7.567,8.354
Seesaw,0.518,0.383,0.787,0.518,8.593,7.797,5.572,8.532,5.762,6.015
Seesaw,0.997,0.957,0.855,0.526,8.065,7.178,7.693,6.776,8.054,6.703
Seesaw,0.393,0.56,0.634,0.837,8.965,6.373,7.973,7.416,8.361,7.726
Seesaw,1.043,0.622,1.021,1.061,9.025,6.406,7.433,7.696,8.336,7.295
Seesaw,0.6,0.446,0.484,0.919,7.769,7.302,7.697,7.555,8.395,8.284
Seesaw,0.593,0.947,1.265,1.444,8.189,8.409,6.227,8.966,7.619,9.053
Seesaw,0.699,0.81,0.96,0.892,8.065,6.532,6.54,6.827,7.013,6.359
Seesaw,0.693,0.584,0.567,1.116,8.434,8.563,7.859,7.418,8.339,7.346
Seesaw,0.484,0.626,1.447,0.56,7.686,8.308,6.676,8.214,8.026,7.285
Seesaw,0.899,0.25,0.429,0.901,5.808,7.734,8.241,6.369,6.478,7.307
Seesaw,0.624,0.788,1.393,0.519,8.547,6.602,9.054,7.394,7.748,8.233
Seesaw,0.564,0.592,0.434,0.348,6.453,7.179,7.92,8.105,7.429,8.728
Seesaw,0.545,0.798,0.657,0.807,6.94,8.948,7.136,8.649,7.749,7.836
Seesaw,0.794,0.773,0.255,0.634,7.756,6.49,7.612,8.501,7.903,8.144
Seesaw,0.886,0.341,1.214,0.479,7.901,7.177,7.419,7.995,8.083,7.191
Seesaw,0.749,0.456,0.902,0.537,8.747,5.851,6.236,7.024,6.668,6.675
Seesaw,0.599,0.885,0.737,0.732,8.952,7.729,6.707,9.086,8.361,7.921
Seesaw,0.741,0.557,0.771,0.665,6.271,8.001,6.888,8.088,8.857,8.823
Seesaw,1.668,0.396,0.868,0.849,8.127,6.844,7.69,8.037,8.444,8.655
Seesaw,0.395,0.333,0.465,0.71,8.345,8.561,8.23,8.96,8.167,8.227
Seesaw,0.277,0.838,0.633,0.9,7.93,8.619,8.688,8.613,7.677,7.701
Seesaw,0.866,0.521,0.772,1.145,8.108,7.818,7.506,8.279,9.122,6.185
Seesaw,0.199,0.592,1.056,0.539,7.903,8.383,7.393,8.533,7.139,7.214
Seesaw,1.069,0.938,0.498,0.624,7.509,8.087,7.179,8.268,6.324,8.743
Seesaw,0.739,0.967,0.727,0.594,6.939,5.882,8.193,8.361,7.651,7.349
Seesaw,0.492,0.447,0.478,0.508,8.274,7.975,8.538,6.78,6.373,8.05
Seesaw,0.78,0.494,0.438,0.651,7.985,8.426,8.297,8.337,5.976,7.342
Seesaw,0.486,0.508,0.551,1.365,8.438,9.34,8.391,7.166,8.246,7.404
Seesaw,0.763,0.841,0.506,1.002,8.406,7.841,7.885,8.591,8.425,6.835
Seesaw,0.521,0.619,0.494,0.678,7.217,9.027,6.492,6.708,7.792,8.793
Seesaw,1.023,0.305,0.67,0.462,7.651,9.004,7.625,8.38,7.64,8.019
Seesaw,0.642,0.489,0.757,0.666,8.873,8.23,8.018,6.217,8.106,7.628
Seesaw,0.845,1.542,0.989,0.526,9.098,8.386,6.588,7.48,6.766,7.951
Seesaw,0.278,0.34,0.773,1.322,8.793,7.449,6.841,8.639,9.136,7.353
Seesaw,0.52,1.445,0.589,0.304,7.851,8.966,8.003,8.756,7.929,7.539
Seesaw,0.922,0.647,0.761,0.399,7.171,7.124,7.618,7.783,7.665,7.379
Seesaw,0.516,0.558,0.398,0.563,9.193,8.327,7.207,7.761,6.861,9.238
Seesaw,0.601,0.517,0.564,0.338,8.046,7.812,7.244,8.17,8.289,6.547
Seesaw,0.276,0.504,0.314,0.275,5.132,7.359,7.835,7.058,8.52,8.684
Seesaw,0.472,0.453,0.344,0.507,8.065,6.725,9.061,6.982,8.088,7.269
Seesaw,0.512,0.738,0.72,0.396,6.737,5.011,8.072,6.608,7.313,7.431
Seesaw,1.129,1.18,0.909,0.69,8.521,7.983,8.917,7.812,8.512,8.82
Seesaw,0.617,0.834,1.346,0.768,7.858,8.043,7.301,8.624,7.575,6.961
Seesaw,0.351,0.635,1.041,0.494,7.502,5.175,6.388,8.806,8.444,7.803
Seesaw,0.613,1.309,1.115,0.838,7.141,8.936,7.095,7.966,7.803,5.26
Seesaw,1.196,0.517,0.775,0.822,6.778,7.505,7.447,7.148,8.539,8.368
Seesaw,0.829,0.107,0.604,0.574,8.834,8.415,7.677,8.636,6.609,7.008
Seesaw,0.589,1.137,0.848,0.929,6.415,8.786,5.81,8.064,7.759,6.389
Seesaw,0.48,0.461,0.402,0.767,7.616,8.841,8.421,7.294,8.585,8.192
Seesaw,1.085,0.213,0.299,0.663,7.081,6.645,7.879,7.723,7.694,7.752
Seesaw,0.679,0.515,0.454,0.587,7.576,7.667,7.56,7.381,8.347,8.378
Seesaw,0.568,1.04,0.701,0.587,7.01,8.298,8.493,5.889,7.645,7.765
Seesaw,0.704,0.778,0.967,0.766,8.852,7.103,8.795,8.208,8.274,7.959
Seesaw,0.633,1.035,0.722,1.033,6.894,6.44,6.76,7.776,7.835,8.32
Seesaw,0.957,0.708,0.678,0.56,7.44,7.239,8.128,7.429,8.103,7.56
Seesaw,0.436,0.447,1.432,0.804,6.947,8.889,6.8,6.619,8.151,7.806
Seesaw,0.958,0.635,0.781,0.77,8.07,7.868,8.651,7.721,8.472,8.086
Seesaw,0.917,1.032,0.532,1.311,6.418,8.066,7.916,6.223,7.943,8.129
Seesaw,0.498,0.645,0.452,0.564,8.279,7.381,7.742,7.686,7.785,8.472
Seesaw,0.594,1.56,0.51,0.426,8.493,5.51,8.816,7.263,7.715,7.69
Seesaw,0.627,0.39,1.42,0.58,8.388,8.145,8.061,5.407,7.088,8.558
Seesaw,0.922,0.639,0.752,0.813,7.359,8.128,6.788,6.889,6.263,8.125
Seesaw,0.527,0.324,1.27,0.755,7.669,6.72,7.436,8.256,7.932,8.781
Seesaw,0.766,0.248,1.514,0.552,7.573,7.373,8.613,8.213,6.866,6.865
Seesaw,0.585,0.276,0.502,1.005,7.25,6.709,7.728,8.526,8.629,7.734
Seesaw,0.747,1.077,1.247,0.818,8.69,9.1,8.877,8.81,8.362,7.323
Seesaw,0.775,1.024,1.169,0.445,7.495,8.734,5.668,7.361,6.87,6.545
Seesaw,0.627,0.335,0.818,0.401,8.297,8.088,4.486,7.29,8.079,8.248
Seesaw,1.195,0.431,0.614,0.379,8.427,7.793,6.765,7.634,6.205,8.32
Seesaw,0.654,0.397,0.66,0.474,8.295,5.522,2.084,7.021,7.965,8.341
Seesaw,0.688,0.584,0.905,0.497,7.401,8.047,7.896,5.683,5.527,6.766
Seesaw,0.853,0.574,0.66,0.462,7.227,8.534,8.713,8.384,8.423,7.698
Seesaw,0.911,1.349,0.401,0.438,6.665,7.908,8.446,6.709,8.464,7.11
Seesaw,0.406,0.674,0.342,0.789,7.877,8.031,8.752,7.598,7,8.252
Seesaw,1.026,0.702,0.554,0.959,8.422,9.151,7.446,4.603,8.723,7.026
Seesaw,0.404,0.361,0.718,0.724,8.329,8.394,6.656,8.049,6.039,8.361
Seesaw,1.607,0.881,1.031,0.525,7.501,7.857,7.415,7.685,8.009,5.916
Seesaw,0.69,0.591,0.722,0.72,9.313,6.341,9.037,6.567,7.019,4.731
Seesaw,0.374,1.42,0.674,1.051,8.812,6.75,7.675,7.257,6.87,9.042
Seesaw,0.794,0.757,0.383,0.574,8.868,8.564,8.184,8.435,7.129,7.429
Seesaw,0.608,0.753,0.771,0.375,8.251,7.836,6.218,7.788,8.922,7.183
Seesaw,0.404,0.766,1.142,0.681,8.135,5.764,8.825,7.416,8.096,7.927
Seesaw,0.717,0.27,0.989,0.442,8.622,8.924,8.702,6.983,8.44,6.99
Seesaw,0.724,0.787,0.806,0.576,6.917,6.936,9.052,5.831,8.053,7.842
Seesaw,1.211,0.21,0.841,0.765,8.283,8.28,8.433,7.631,7.406,7.543
Seesaw,1.065,0.537,0.791,1.104,3.985,8.075,8.004,7.923,6.996,5.923
Seesaw,0.556,0.678,0.452,0.651,7.214,8.76,8.028,8.357,8.435,7.79
Seesaw,0.824,0.851,1.285,0.345,8.939,6.624,7.53,8.614,7.773,7.814
Seesaw,0.549,0.72,0.906,0.334,8.487,7.185,8.048,5.798,8.215,8.442
Seesaw,0.611,0.555,1.059,0.884,6.975,8.385,7.181,7.238,7.16,8.304
Seesaw,0.768,0.911,0.517,0.448,7.862,7.875,7.581,6.681,8.156,7.742
Seesaw,0.38,0.61,0.628,1.16,7.591,7.92,7.865,6.299,6.746,5.822
Seesaw,0.75,0.569,0.564,0.466,8.402,6.285,7.799,8.561,7.692,8.087
Seesaw,0.385,0.24,1.196,0.532,8.356,7.549,6.008,8.703,7.638,6.793
Seesaw,0.713,0.993,1.165,0.837,8.182,7.029,6.212,7.444,7.94,7.661
Seesaw,0.502,0.518,0.551,0.803,7.744,6.618,8.545,8.245,7.232,6.915
Seesaw,0.622,0.587,0.591,0.309,6.175,7.771,6.488,7.904,6.943,5.936
Seesaw,0.531,0.678,0.511,0.836,6.743,6.256,7.816,8.251,7.106,6.406
Seesaw,0.454,0.558,0.885,0.702,7.414,7.338,7.589,7.922,8.344,7.588
Seesaw,0.413,1.554,0.698,0.543,7.218,7.879,6.281,8.574,7.712,8.144
Seesaw,0.486,0.32,1.799,1.213,6.088,7.364,7.274,7.175,7.236,7.122
Seesaw,0.562,0.963,0.769,0.563,8.135,7.875,8.655,7.283,7.018,6.666
Seesaw,0.906,0.874,0.569,0.706,5.776,8.329,8.193,6.782,7.226,6.846
Seesaw,0.471,0.946,0.389,0.887,8.531,8.562,5.866,7.611,7.82,6.163
Seesaw,0.957,0.588,0.905,0.625,7.183,8.601,8.536,8.134,7.316,7.287
Seesaw,0.576,0.552,0.636,0.247,8.27,8.272,7.804,6.714,4.789,8.322
Seesaw,1.405,0.676,1.378,0.655,8.647,7.671,7.89,8.002,8.191,7.602
Seesaw,0.556,0.486,1.155,0.53,7.051,7.518,9.215,7.797,7.354,6.185
Seesaw,0.548,1.172,0.901,0.7,8.64,7.145,8.495,5.575,7.628,8.136
Seesaw,0.733,0.509,1.401,0.889,8.415,7.22,9.002,8.796,8.003,8.252
Seesaw,0.749,0.535,0.637,0.877,7.94,7.77,7.563,6.456,8.165,9.024
Seesaw,0.679,0.796,1.115,1.384,7.005,8.092,7.095,8.251,5.913,8.498
Seesaw,0.41,0.705,0.569,0.745,7.139,8.391,8.261,8.23,7.74,7.312
Seesaw,0.595,0.663,0.689,0.335,7.932,7.736,7.639,7.854,7.749,8.202
Seesaw,0.427,0.733,1.112,0.686,7.774,8.926,7.819,6.896,7.008,8.122
Seesaw,0.244,0.748,0.831,0.9,7.46,7.29,7.633,7.414,6.424,8.177
Seesaw,0.783,0.825,0.582,0.902,7.548,8.133,4.974,8.911,8.146,7.886
Seesaw,0.932,0.71,0.282,0.856,5.093,7.772,6.97,7.307,8.255,8.625
Seesaw,0.669,0.829,0.695,0.682,8.606,7.46,7.031,8.684,8.157,6.543
Seesaw,0.32,0.7,0.498,0.67,8.023,8.432,7.556,8.719,6.65,8.581
Seesaw,0.629,0.604,0.334,0.513,7.184,7.355,6.909,8.552,8.22,7.768
Seesaw,0.974,1.38,0.648,0.776,7.722,8.018,6.555,7.945,8.239,7.219
Seesaw,0.984,0.798,0.833,0.771,6.068,7.702,7.764,7.832,9.232,6.98
Seesaw,0.642,0.602,1.278,0.418,8.728,6.178,6.916,8.124,8.481,7.432
Seesaw,0.72,0.696,0.538,0.631,7.762,8.432,7.373,6.89,7.38,8.028
Seesaw,0.928,0.578,0.651,0.789,4.781,7.879,7.689,8.935,5.819,7.359
Seesaw,0.669,1.048,0.432,0.445,8.359,8.033,9.361,8.728,4.991,8.466
Seesaw,0.486,1.551,1.274,0.657,8.441,5.318,8.422,8.35,7.607,8.91
Seesaw,0.43,0.48,0.932,0.734,9.138,8.137,8.232,7.445,7.412,7.938
Seesaw,0.393,1.18,0.743,0.7,7.609,6.779,8.802,7.763,7.909,9.108
Seesaw,0.734,0.82,0.501,0.693,7.794,7.242,7.919,7.157,7.782,7.952
Seesaw,0.875,0.854,0.689,0.909,8.479,8.991,9.181,9.044,4.856,8.401
Seesaw,0.663,0.51,1.257,0.749,8.8,8.185,8.027,5.709,8.509,8.162
Seesaw,1.743,0.844,0.76,1.309,8.93,7.588,7.204,8.142,7.98,7.184
Seesaw,0.862,0.631,0.829,0.659,9.208,7.808,8.183,7.84,6.348,9.21
Seesaw,0.299,0.404,0.556,0.44,8.726,8.196,7.686,7.71,8.233,8.67
Seesaw,1.44,0.856,0.896,0.623,7.515,7.499,8.172,8.887,6.927,5.954
