Coordination,r1_c36,r2_c36,r3_c36,r1_a99sb*
Seesaw,0.535,0.772,0.886,7.111
Seesaw,0.86,0.56,0.681,8.683
Seesaw,0.647,0.969,0.702,7.481
Seesaw,0.589,0.448,0.966,5.688
Seesaw,0.44,0.349,0.917,4.429
Seesaw,0.425,0.532,0.582,7.036
Seesaw,0.858,0.69,0.412,3.592
Seesaw,0.507,0.631,0.586,7.243
Seesaw,0.958,0.919,1.148,7.062
Seesaw,0.297,0.741,0.914,6.761
Seesaw,0.746,0.381,1.087,6.592
Seesaw,1.134,0.471,0.617,3.15
Seesaw,0.274,0.732,0.667,6.3
Seesaw,0.401,1.718,0.643,7.493
Seesaw,0.199,0.859,0.684,5.291
Seesaw,0.992,1.033,0.243,5.258
Seesaw,0.52,0.485,0.656,5.973
Seesaw,0.632,0.542,0.492,5.595
Seesaw,0.7,1.525,0.504,8.705
Seesaw,0.416,0.801,0.718,7.128
Seesaw,0.792,0.731,1.238,4.611
Seesaw,0.871,1.085,0.66,6.719
Seesaw,0.676,1.03,0.887,4.578
Seesaw,0.872,0.83,1.283,7.27
Seesaw,1.153,0.825,1.188,5.628
Seesaw,0.806,0.29,0.94,6.243
Seesaw,0.557,1.149,0.549,6.794
Seesaw,0.732,0.424,1.346,8.685
Seesaw,1.17,0.525,0.353,5.303
Seesaw,0.494,0.975,0.627,3.981
Seesaw,0.7,0.387,0.327,6.653
Seesaw,0.783,0.612,0.599,4.38
Seesaw,0.493,1.373,0.415,7.139
Seesaw,0.46,0.387,0.619,6.633
Seesaw,0.67,0.507,0.414,6.353
Seesaw,0.349,0.367,0.47,6.079
Seesaw,0.663,0.443,0.503,6.15
Seesaw,0.39,0.825,0.79,8.956
Seesaw,0.485,0.713,0.265,6.142
Seesaw,0.769,0.612,0.691,5.454
Seesaw,0.615,0.326,0.929,7.471
Seesaw,0.567,1.418,0.478,6.526
Seesaw,1.1,0.704,0.692,6.875
Seesaw,1.442,0.638,0.42,6.771
Seesaw,0.898,0.386,0.451,7.658
Seesaw,0.633,1.138,0.658,3.622
Seesaw,0.798,0.581,1.032,2.551
Seesaw,1.51,0.992,0.952,2.432
Seesaw,0.745,0.626,1.465,0.381
Seesaw,0.816,0.449,1.246,0.334
Seesaw,0.313,1.022,0.701,6.459
Seesaw,1.007,1.341,1.011,6.053
Seesaw,0.438,1.749,0.831,0.652
Seesaw,0.79,1.406,0.579,0.4
Seesaw,0.684,0.731,0.564,0.498
Seesaw,1.084,1.211,0.566,0.392
Seesaw,1.229,1.051,0.792,0.871
Seesaw,0.407,1.141,0.618,0.466
Seesaw,0.801,1.138,0.59,0.713
Seesaw,0.645,0.944,1.303,6.247
Seesaw,0.443,0.833,0.576,7.167
Seesaw,0.984,0.858,0.423,7.717
Seesaw,0.287,1.014,0.752,7.102
Seesaw,0.607,0.663,0.868,6.724
Seesaw,1.009,0.891,0.427,2.63
Seesaw,0.542,0.37,0.65,6.001
Seesaw,1.027,0.685,1.002,2.811
Seesaw,0.906,0.732,0.384,7.789
Seesaw,0.932,1.181,0.661,6.565
Seesaw,0.405,0.549,0.473,7.506
Seesaw,1.04,0.777,0.609,5.916
Seesaw,0.692,0.889,0.564,5.971
Seesaw,0.881,0.884,0.407,5.158
Seesaw,0.565,0.912,0.825,8.356
Seesaw,0.563,0.856,0.821,6.693
Seesaw,1.248,1.148,0.722,6.816
Seesaw,0.785,0.375,0.709,6.077
Seesaw,0.418,0.553,0.712,5.275
Seesaw,1.67,1.467,0.713,7.331
Seesaw,0.68,0.842,0.479,5.225
Seesaw,0.659,1.002,0.936,5.55
Seesaw,0.617,0.711,0.443,7.269
Seesaw,0.624,1.079,0.948,6.642
Seesaw,1.34,0.871,1.384,2.828
Seesaw,0.666,0.57,0.904,7.765
Seesaw,0.838,1.391,0.81,6.217
Seesaw,0.785,0.669,0.678,7.528
Seesaw,0.581,1.143,0.489,7.17
Seesaw,0.351,0.587,0.765,6.081
Seesaw,0.611,0.513,0.295,7.106
Seesaw,0.261,0.934,1.209,5.41
Seesaw,0.641,0.984,1.122,7.022
Seesaw,0.342,0.523,0.736,5.806
Seesaw,1.259,0.841,0.654,5.13
Seesaw,0.681,0.785,0.512,3.919
Seesaw,0.504,1.043,0.601,7.18
Seesaw,0.777,1.061,1.007,4.23
Seesaw,0.739,0.76,0.918,7.452
Seesaw,0.968,0.357,0.65,4.527
Seesaw,1.033,1.281,0.973,7.404
Seesaw,0.695,0.415,1.049,6.885
Seesaw,0.782,0.382,1.282,5.664
Seesaw,1.131,0.709,1.531,6.513
Seesaw,0.753,1.054,1.313,7.772
Seesaw,0.726,0.722,0.542,6.445
Seesaw,0.937,1.123,1.01,6.808
Seesaw,0.538,1.142,1.116,6.709
Seesaw,0.987,0.511,0.575,6.335
Seesaw,0.943,0.976,0.601,7.116
Seesaw,0.381,0.734,0.802,0.601
Seesaw,0.665,0.41,0.681,7.11
Seesaw,0.61,1.023,0.519,6.058
Seesaw,0.352,0.393,0.344,6.481
Seesaw,0.548,0.616,0.784,4.771
Seesaw,0.521,0.535,0.713,7.202
Seesaw,1.08,0.687,0.362,6.844
Seesaw,0.549,0.69,0.495,6.54
Seesaw,0.567,0.392,1.243,5
Seesaw,0.785,0.763,0.347,3.629
Seesaw,0.67,0.807,0.645,5.612
Seesaw,0.502,0.434,0.293,7.622
Seesaw,0.566,1.163,0.767,7.681
Seesaw,0.485,0.84,0.342,3.222
Seesaw,0.883,0.734,0.642,6.228
Seesaw,0.511,0.774,0.54,7.048
Seesaw,0.383,1.835,0.543,4
Seesaw,0.518,0.756,0.538,5.822
Seesaw,0.972,0.937,0.848,4.393
Seesaw,0.8,2.348,1.112,0.809
Seesaw,0.563,1.068,0.69,0.294
Seesaw,0.867,0.502,0.528,0.69
Seesaw,0.49,0.732,0.569,0.62
Seesaw,0.757,1.078,0.469,0.548
Seesaw,0.516,0.551,0.659,0.601
Seesaw,1.167,0.502,0.583,0.979
Seesaw,0.496,0.683,1.405,0.361
Seesaw,0.841,0.598,0.416,0.44
Seesaw,0.449,0.65,0.238,0.504
Seesaw,0.981,0.612,0.914,0.466
Seesaw,0.524,0.785,0.511,0.772
Seesaw,0.689,0.685,0.695,0.621
Seesaw,0.851,1.559,0.399,0.625
Seesaw,1.131,1.584,0.525,0.371
Seesaw,0.87,1.061,0.941,0.534
Seesaw,0.892,0.41,0.68,0.467
Seesaw,0.891,0.77,0.584,0.278
Seesaw,0.51,0.603,0.598,0.585
Seesaw,0.657,0.345,0.326,0.574
Seesaw,0.694,0.362,0.761,0.641
Seesaw,0.588,0.74,0.591,0.471
Seesaw,0.451,1.093,1.054,0.509
Seesaw,0.536,0.566,0.661,0.534
Seesaw,0.912,1.681,0.539,0.419
Seesaw,1.145,0.863,0.592,0.614
Seesaw,1.112,1.106,1.189,0.484
Seesaw,0.339,0.407,0.703,0.642
Seesaw,0.872,0.615,0.802,0.431
Seesaw,0.529,0.596,0.664,0.935
Seesaw,0.697,0.478,0.256,0.405
Seesaw,0.477,0.65,0.331,0.453
Seesaw,0.461,0.379,0.798,0.71
Seesaw,0.788,0.365,0.598,0.642
Seesaw,0.419,0.529,0.605,0.576
Seesaw,0.531,1.039,0.251,0.541
Seesaw,0.596,0.587,0.679,0.752
Seesaw,0.595,0.623,1.391,0.378
Seesaw,0.461,0.577,0.792,0.586
Seesaw,0.741,0.722,0.527,0.737
Seesaw,0.799,0.559,0.318,0.418
Seesaw,0.945,0.503,0.789,0.638
Seesaw,1.016,0.677,0.322,0.487
Seesaw,0.548,0.88,0.526,0.783
Seesaw,1.189,1.065,0.864,0.651
Seesaw,0.676,1.016,0.677,0.468
Seesaw,0.84,0.56,1.016,0.27
Seesaw,0.694,1.134,0.867,0.422
Seesaw,0.52,0.371,1.061,0.781
Seesaw,0.682,0.784,0.919,0.123
Seesaw,0.776,0.468,0.48,0.484
Seesaw,0.715,0.829,0.355,0.429
Seesaw,0.509,0.793,1.342,0.561
Seesaw,0.766,1.141,1.135,0.26
Seesaw,1.189,0.411,0.328,0.603
Seesaw,0.52,0.587,0.957,0.4
Seesaw,0.813,0.273,0.636,0.512
Seesaw,0.473,0.525,0.617,0.591
Seesaw,0.727,0.787,0.6,7.451
Seesaw,0.694,0.698,0.766,4.889
Seesaw,0.667,0.678,1.299,7.47
Seesaw,0.469,0.86,0.602,3.4
Seesaw,0.571,0.641,0.637,7.041
Seesaw,0.626,0.583,0.636,5.574
Seesaw,0.763,0.745,0.754,6.556
Seesaw,0.81,0.502,1.034,5.099
Seesaw,0.627,0.437,0.547,6.829
Seesaw,1.064,0.571,0.784,6.82
Seesaw,0.434,0.642,0.513,6.539
Seesaw,0.584,0.658,0.796,7.349
Seesaw,1.449,0.638,0.587,6.424
Seesaw,0.767,0.705,0.537,4.416
Seesaw,0.692,0.553,0.881,3.632
Seesaw,1.437,0.56,0.771,5.412
Seesaw,0.644,0.562,0.723,6.967
Seesaw,0.618,0.585,0.979,3.034
Seesaw,1.093,0.469,0.686,0.882
Seesaw,0.759,0.732,0.601,0.494
Seesaw,1.282,0.637,0.781,5.431
Seesaw,0.7,0.783,0.485,7.006
Seesaw,0.603,0.521,0.404,5.015
Seesaw,0.995,0.76,0.666,6.463
Seesaw,0.683,0.876,0.686,7.355
Seesaw,0.758,0.406,0.616,6.867
Seesaw,1.022,0.497,0.585,6.408
Seesaw,0.724,0.547,1.079,7.093
Seesaw,0.802,1.774,0.955,7.826
Seesaw,0.462,0.338,0.766,4.127
Seesaw,0.972,0.435,0.58,7.846
Seesaw,1.199,0.607,0.613,6.607
Seesaw,0.438,0.649,0.92,5.744
Seesaw,1.328,1.068,0.847,6.995
Seesaw,0.693,0.726,0.278,6.106
Seesaw,0.632,0.757,0.497,0.662
Seesaw,0.593,0.969,0.559,0.991
Seesaw,0.445,0.782,0.311,5.721
Seesaw,0.763,0.356,0.953,6.132
Seesaw,0.88,1.009,0.582,4.701
Seesaw,0.605,0.828,0.439,6.695
Seesaw,0.403,0.696,1.164,7.918
Seesaw,1.271,0.584,0.913,5.318
Seesaw,0.383,0.762,1.245,7.087
Seesaw,0.455,0.323,0.814,7.383
Seesaw,0.58,0.337,0.735,4.034
Seesaw,0.7,1.004,1.031,4.934
Seesaw,0.851,0.476,1.336,0.846
Seesaw,0.359,1.892,0.468,0.74
Seesaw,0.305,0.519,0.63,6.769
Seesaw,0.65,1.128,0.68,7.421
Seesaw,0.812,1.123,1.308,2.127
Seesaw,0.498,0.84,1.41,0.693
Seesaw,1.044,1.398,0.78,7.792
Seesaw,0.601,0.524,0.338,7.828
Seesaw,0.418,0.901,1.323,7.67
Seesaw,0.986,0.977,0.903,6.24
Seesaw,1.091,0.888,0.714,6.779
Seesaw,0.768,0.461,0.809,0.355
Seesaw,0.679,1.254,0.404,0.435
Seesaw,0.598,0.549,1.192,1.166
Seesaw,0.759,0.649,0.477,0.778
Seesaw,1.395,0.637,1.263,0.28
Seesaw,0.74,1.412,0.593,6.632
Seesaw,0.588,0.621,0.637,0.425
Seesaw,0.345,0.721,0.664,6.972
Seesaw,0.601,0.892,0.66,3.256
Seesaw,1.097,0.584,0.996,5.771
Seesaw,0.295,0.524,0.51,6.025
Seesaw,1.184,0.773,1.005,5.991
Seesaw,0.551,0.687,0.695,2.904
Seesaw,0.528,0.931,0.948,5.398
Seesaw,0.633,0.514,1.877,8.696
Seesaw,0.665,1.134,0.968,4.916
Seesaw,0.536,0.586,0.543,6.686
Seesaw,0.456,0.883,0.568,4.071
Seesaw,0.603,0.571,0.771,6.839
Seesaw,0.375,0.704,0.703,7.834
Seesaw,0.646,1.309,0.602,5.148
Seesaw,0.646,0.916,0.563,5.15
Seesaw,1.243,0.873,0.762,0.592
Seesaw,0.891,0.822,0.751,7.041
Seesaw,1.825,1.669,1.42,5.403
Seesaw,0.805,0.924,1.247,6.235
Seesaw,1.007,1.023,1.169,4.398
Seesaw,0.41,0.715,0.622,7.956
Seesaw,0.514,0.867,0.867,8.303
Seesaw,1.023,0.654,0.853,6.892
Seesaw,1.046,0.495,0.766,0.531
Seesaw,0.497,0.426,1.08,6.364
Seesaw,1.201,1.013,0.45,4.615
Seesaw,1.429,0.572,1.005,5.906
Seesaw,0.616,0.951,0.781,6.61
Seesaw,0.852,1.019,0.298,6.83
Seesaw,0.633,0.733,0.581,4.233
Seesaw,0.514,1.332,0.679,5.933
Seesaw,0.566,1.015,0.641,6.077
Seesaw,0.595,0.584,0.899,4.21
Seesaw,0.454,0.983,1.022,5.433
Seesaw,0.606,0.592,0.417,0.511
Seesaw,0.332,0.452,0.379,5.342
Seesaw,0.725,0.933,0.865,6.03
Seesaw,0.728,0.682,0.795,6.585
Seesaw,0.465,1.044,0.905,6.628
Seesaw,0.585,0.845,0.651,7.819
Seesaw,0.504,1.079,0.684,6.008
Seesaw,0.911,0.634,0.465,8.76
Seesaw,0.679,0.46,0.644,7.236
Seesaw,0.646,0.272,0.8,7.59
Seesaw,1.308,0.504,0.921,5.146
Seesaw,1.042,1.079,0.781,7.732
Seesaw,1.126,0.609,0.81,5.452
Seesaw,1.025,0.619,0.346,3.414
Seesaw,0.382,0.53,0.59,5.99
Seesaw,0.764,0.811,0.391,6.682
Seesaw,0.725,0.578,0.385,4.855
Seesaw,0.569,1.028,0.722,3.658
Seesaw,0.617,0.931,0.524,8.073
Seesaw,0.868,0.629,0.524,8.355
Seesaw,1.075,0.678,1.076,8.012
Seesaw,1.459,0.447,0.732,7.224
Seesaw,0.819,0.377,0.39,7.773
Seesaw,1.068,1.085,0.716,6.96
Seesaw,0.367,0.87,0.795,4.905
Seesaw,1.291,0.543,0.58,5.891
Seesaw,0.692,1.006,0.625,7.143
Seesaw,1.17,0.516,0.885,8.827
Seesaw,1.109,0.607,0.547,6.719
Seesaw,0.674,0.977,0.601,5.741
Seesaw,0.356,1.004,0.716,6.219
Seesaw,0.552,0.762,1.066,9.019
Seesaw,0.925,0.979,0.526,8.146
Seesaw,0.531,0.699,0.583,6.176
Seesaw,0.501,0.968,0.652,8.195
Seesaw,0.785,0.922,0.233,6.9
Seesaw,0.774,0.7,0.929,7.876
Seesaw,0.599,1.031,0.648,5.989
Seesaw,0.697,0.536,1.644,7.991
Seesaw,0.297,1.106,0.372,7.949
Seesaw,1.268,0.612,1.023,8.241
Seesaw,0.994,0.676,0.821,7.132
Seesaw,0.471,0.725,0.534,6.601
Seesaw,0.748,0.488,0.683,7.852
Seesaw,0.808,0.906,0.792,7.768
Seesaw,0.367,1.009,0.642,8.591
Seesaw,0.966,0.448,0.652,6.149
Seesaw,0.399,0.481,0.517,7.292
Seesaw,1.299,0.694,0.838,8.408
Seesaw,0.914,0.532,0.429,6.658
Seesaw,0.895,0.372,0.632,7.694
Seesaw,1.115,0.435,0.757,8.756
Seesaw,0.783,1.068,1.089,7.412
Seesaw,0.633,0.814,0.712,6.334
Seesaw,0.785,0.79,0.586,6.234
Seesaw,0.588,0.509,0.894,6.091
Seesaw,0.997,1.217,0.722,7.7
Seesaw,0.88,0.556,0.83,8.246
Seesaw,0.645,0.451,1.264,8.404
Seesaw,0.798,0.439,0.533,6.728
Seesaw,0.962,1.366,0.801,8.006
Seesaw,0.895,0.677,0.672,8.256
Seesaw,1.07,1.199,0.655,7.855
Seesaw,1.101,0.686,0.863,7.3
Seesaw,0.219,0.928,0.731,7.068
Seesaw,0.563,0.686,1.461,7.725
Seesaw,1.88,0.475,0.869,7.756
Seesaw,0.486,0.635,0.84,7.565
Seesaw,0.882,0.666,0.679,7.087
Seesaw,0.449,0.735,0.355,5.819
Seesaw,0.977,0.381,0.948,7.935
Seesaw,0.575,0.905,0.94,6.889
Seesaw,0.516,0.718,1.039,7.391
Seesaw,0.771,0.69,0.468,7.165
Seesaw,0.469,0.674,0.646,9.105
Seesaw,0.697,0.913,0.742,6.87
Seesaw,0.611,0.525,0.759,7.6
Seesaw,0.959,0.736,0.642,3.542
Seesaw,0.706,0.756,0.702,8.215
Seesaw,0.559,0.63,0.565,7
Seesaw,0.598,0.62,1.125,8.239
Seesaw,0.81,0.487,0.81,5.88
Seesaw,0.388,0.314,0.595,6.17
Seesaw,0.68,0.743,0.42,6.825
Seesaw,0.37,0.648,0.999,7.542
Seesaw,0.769,1.136,0.458,6.585
Seesaw,0.711,0.45,0.777,5.965
Seesaw,0.62,1.242,0.459,8.352
Seesaw,0.634,0.713,0.495,6.426
Seesaw,0.86,1.095,0.567,7.536
Seesaw,1.442,0.898,0.851,8.576
Seesaw,0.557,0.553,0.874,5.916
Seesaw,0.497,0.986,1.288,9.107
Seesaw,0.445,0.506,1.3,6.956
Seesaw,0.645,0.681,0.375,6.345
Seesaw,0.342,0.716,0.87,8.664
Seesaw,0.635,0.91,0.357,7.346
Seesaw,0.935,1.37,0.639,6.223
Seesaw,0.745,0.661,0.746,7.549
Seesaw,0.654,1.02,0.429,5.955
Seesaw,0.784,0.544,1.131,6.699
Seesaw,1.696,1.198,0.619,8.193
Seesaw,0.787,0.572,0.372,6.368
Seesaw,0.877,0.577,0.705,6.24
Seesaw,0.581,1.458,0.803,8.278
Seesaw,0.358,1.681,0.653,7.195
Seesaw,0.703,0.842,0.709,6.699
Seesaw,1.364,1.294,0.804,7.294
Seesaw,1.238,0.943,1.245,6.806
Seesaw,0.54,1.069,0.882,6.515
Seesaw,1.486,1.279,0.643,7.364
Seesaw,0.544,0.544,0.426,8.062
Seesaw,1.006,1.186,0.734,7.811
Seesaw,0.545,0.572,0.862,6.432
Seesaw,0.544,0.544,0.9,8.02
Seesaw,0.554,0.991,1.191,4.94
Seesaw,0.459,0.997,0.551,8.139
Seesaw,0.823,1.077,0.766,8.152
Seesaw,0.439,0.475,0.854,8.099
Seesaw,0.427,0.611,0.727,7.782
Seesaw,0.754,0.435,0.803,7.137
Seesaw,1.145,0.533,0.587,8.629
Seesaw,1.366,0.532,0.657,7.131
Seesaw,0.957,0.548,0.68,7.913
Seesaw,0.527,0.661,0.292,8.01
Seesaw,1.009,0.372,0.775,6.682
Seesaw,0.855,0.578,0.923,8.198
Seesaw,0.929,0.83,1.594,8.722
Seesaw,0.964,1.344,0.368,7.582
Seesaw,0.698,0.878,0.364,7.708
Seesaw,0.61,0.81,0.729,8.865
Seesaw,0.59,0.442,0.298,6.209
Seesaw,0.496,0.446,1.29,6.506
Seesaw,0.613,1.145,0.384,8.69
Seesaw,1.182,0.64,0.79,7.721
Seesaw,0.355,0.768,0.616,8.711
Seesaw,0.87,1.291,0.414,7.398
Seesaw,0.743,1.014,0.724,9.11
Seesaw,0.996,1.201,0.64,7.435
Seesaw,0.977,1.012,0.611,8.302
Seesaw,0.543,0.924,0.965,7.045
Seesaw,0.637,0.8,0.892,8.292
Seesaw,0.79,0.594,0.661,6.669
Seesaw,0.438,0.511,0.674,7.011
Seesaw,1.233,0.591,1.059,7.769
Seesaw,0.599,0.5,0.61,6.046
Seesaw,0.773,1.046,0.489,8.84
Seesaw,0.485,1.239,0.959,8.159
Seesaw,0.777,0.461,0.934,4.886
Seesaw,0.439,1.757,0.812,7.819
Seesaw,0.855,0.651,1.012,8.931
Seesaw,0.757,0.625,0.65,8.24
Seesaw,0.561,1.279,1.105,8.284
Seesaw,0.784,0.326,0.544,8.045
Seesaw,0.579,1.557,0.916,4.273
Seesaw,0.81,0.479,0.528,8.824
Seesaw,0.895,1.095,0.517,8.55
Seesaw,0.759,0.106,0.695,6.573
Seesaw,0.511,0.661,0.834,8.49
Seesaw,0.523,0.903,0.883,6.532
Seesaw,0.432,0.36,0.578,8.35
Seesaw,1.153,1.435,0.833,6.297
Seesaw,0.303,0.673,0.781,7.617
Seesaw,0.961,0.928,0.915,5.201
Seesaw,0.433,0.894,0.855,8.546
Seesaw,0.636,0.817,0.539,7.594
Seesaw,1.247,0.666,0.735,8.101
Seesaw,0.801,0.698,1.038,7.193
Seesaw,0.438,1.353,0.585,6.591
Seesaw,0.75,1.341,0.652,5.447
Seesaw,0.782,0.434,0.735,7.774
Seesaw,0.827,0.893,0.776,7.466
Seesaw,0.918,0.877,0.638,7.634
Seesaw,0.612,0.571,0.552,8.898
Seesaw,1.156,0.685,0.725,8.11
Seesaw,1.073,0.559,0.972,7.906
Seesaw,0.621,0.734,0.723,8.459
Seesaw,0.419,1.011,0.283,5.945
Seesaw,0.666,1.462,0.437,7.456
Seesaw,0.395,1.114,0.442,8.212
Seesaw,0.408,0.864,1.399,8.437
Seesaw,0.695,1.1,1.292,8.011
Seesaw,0.771,0.523,0.585,7.174
Seesaw,1.066,1.177,0.546,7.982
Seesaw,0.462,0.846,0.736,6.226
Seesaw,1.096,0.923,0.617,7.639
Seesaw,0.548,1.202,0.552,9.36
Seesaw,0.528,1.132,0.89,8.208
Seesaw,0.816,0.432,1.067,6.919
Seesaw,0.609,0.78,0.788,6.077
Seesaw,1.611,0.807,0.564,8.202
Seesaw,0.309,0.947,0.419,8.579
Seesaw,0.564,1.201,0.539,7.422
Seesaw,0.602,0.584,0.509,7.865
Seesaw,0.734,0.669,0.785,7.745
Seesaw,0.909,0.703,0.601,3.064
Seesaw,1.128,0.508,0.421,8.717
Seesaw,1.195,0.74,0.797,7.261
Seesaw,1.089,0.541,0.52,5.888
Seesaw,0.985,0.847,0.302,6.061
Seesaw,0.396,1.187,0.563,6.692
Seesaw,0.581,1.079,0.993,6.999
Seesaw,0.965,0.754,1.035,7.738
Seesaw,1.027,1.219,0.723,5.478
Seesaw,0.827,1.052,1.195,8.193
Seesaw,0.458,0.66,0.671,8.151
Seesaw,0.498,0.842,0.551,7.745
Seesaw,0.842,1.298,0.9,7.464
Seesaw,1.433,0.554,0.357,6.18
Seesaw,0.776,1.257,0.699,9.229
Seesaw,0.753,0.57,0.431,6.403
Seesaw,1.137,1.304,0.912,5.887
Seesaw,0.456,0.507,0.847,8.606
Seesaw,0.966,0.792,1.014,7.158
Seesaw,0.865,0.744,0.381,8.125
Seesaw,0.56,0.559,0.784,7.813
Seesaw,0.631,0.728,0.926,8.171
Seesaw,0.59,0.698,0.665,8.068
Seesaw,0.461,1.279,0.799,7.558
Seesaw,0.367,1.889,0.553,8.427
Seesaw,0.747,0.555,1.377,6.704
Seesaw,0.314,0.943,0.907,7.433
Seesaw,0.792,0.768,0.999,5.95
Seesaw,1.005,1.056,0.76,8.428
Seesaw,0.283,1.03,0.564,6.088
Seesaw,1.018,0.522,0.493,7.66
Seesaw,0.733,0.793,0.681,8.756
Seesaw,0.939,0.911,1.175,7.671
Seesaw,0.776,0.639,0.97,7.531
Seesaw,0.539,0.764,0.227,7.183
Seesaw,0.985,0.801,0.515,9.434
Seesaw,0.988,0.354,0.976,8.592
Seesaw,0.977,0.982,0.52,7.239
Seesaw,1.399,0.393,1.329,6.657
Seesaw,0.615,0.711,0.65,7.713
Seesaw,0.431,0.803,0.808,8.954
Seesaw,0.773,1.249,1.175,8.473
Seesaw,0.546,0.783,0.694,6.828
Seesaw,0.718,0.284,0.52,8.374
Seesaw,0.639,1.18,0.262,7.307
Seesaw,0.563,0.697,1.269,7.032
Seesaw,0.836,0.598,0.367,7.434
Seesaw,0.765,0.362,0.853,5.876
Seesaw,0.598,0.588,1.172,7.328
Seesaw,1.199,0.386,1.628,7.992
Seesaw,0.757,1.075,1.046,7.917
Seesaw,0.711,1.241,0.384,8.849
Seesaw,0.803,1.593,1.138,7.727
Seesaw,0.767,0.555,1.047,6.583
Seesaw,1.606,1.122,0.456,7.39
Seesaw,0.403,1.783,0.791,8.386
Seesaw,1.161,0.491,0.379,6.562
Seesaw,0.52,0.754,0.711,5.164
Seesaw,0.686,0.724,0.529,8.231
Seesaw,1.045,0.833,0.486,6.588
Seesaw,0.411,0.914,0.384,6.918
Seesaw,0.8,0.78,0.413,5.326
Seesaw,0.764,0.53,0.77,8.657
Seesaw,0.459,0.708,0.578,7.29
Seesaw,1.073,0.789,0.507,8.875
Seesaw,0.593,1.536,0.445,8.41
Seesaw,0.36,0.475,0.385,7.534
Seesaw,0.993,1.037,0.526,5.103
Seesaw,1.006,0.858,0.419,0.797
Seesaw,0.648,0.378,0.9,6.385
Seesaw,0.498,0.533,0.575,7.711
Seesaw,0.649,0.658,0.547,5.934
Seesaw,0.65,0.982,0.518,7.077
Seesaw,0.8,0.814,0.674,6.207
Seesaw,0.495,1.155,0.626,7.566
Seesaw,0.556,0.815,0.436,7.927
Seesaw,0.389,1.392,0.929,5.183
Seesaw,0.321,1.11,0.895,5.573
Seesaw,0.78,0.889,0.637,4.69
Seesaw,0.638,0.983,0.81,5.759
Seesaw,0.865,0.666,0.741,3.686
Seesaw,0.957,0.563,1.116,5.792
Seesaw,1.206,1.104,1.528,5.948
Seesaw,0.409,0.658,0.816,5.863
Seesaw,0.707,0.789,0.429,6.905
Seesaw,0.605,0.648,0.864,6.192
Seesaw,0.897,0.742,0.614,4.557
Seesaw,0.435,0.546,0.819,6.872
Seesaw,0.412,0.569,0.281,6.385
Seesaw,1.026,0.606,0.749,6.458
Seesaw,0.895,0.682,0.485,7.161
Seesaw,0.446,0.606,0.725,7.401
Seesaw,0.487,0.783,0.806,7.529
Seesaw,0.822,0.268,0.89,0.402
Seesaw,0.626,0.692,0.491,0.626
Seesaw,0.616,0.917,1.001,0.641
Seesaw,1.015,0.708,0.85,0.653
Seesaw,1.169,0.779,0.633,6.372
Seesaw,0.791,0.252,0.59,8.115
Seesaw,0.814,0.559,0.785,8.824
Seesaw,0.671,1.3,0.924,8.132
Seesaw,0.442,0.671,0.527,4.834
Seesaw,1.124,1.32,1.086,7.834
Seesaw,0.81,0.299,0.869,8.524
Seesaw,0.884,0.696,0.823,8.353
Seesaw,1.07,0.856,0.565,7.155
Seesaw,0.605,0.608,0.53,7.123
Seesaw,0.971,0.521,1.074,5.952
Seesaw,0.601,0.493,0.606,8.134
Seesaw,0.404,0.604,0.684,1.716
Seesaw,0.779,0.565,0.899,8.022
Seesaw,1.256,0.317,1.004,6.618
Seesaw,0.332,0.443,0.433,4.008
Seesaw,0.871,1.057,0.722,0.944
Seesaw,0.585,1.05,0.761,6.087
Seesaw,0.499,0.415,0.639,4.999
Seesaw,0.52,0.379,0.671,4.223
Seesaw,1.356,0.769,0.524,5.443
Seesaw,0.339,1.043,0.888,8.312
Seesaw,0.319,0.685,0.463,7.864
Seesaw,0.627,0.499,0.732,6.741
Seesaw,0.557,0.679,0.264,5.66
Seesaw,0.638,1.039,0.444,7.11
Seesaw,0.47,0.424,0.806,7.137
Seesaw,0.719,1.615,1.018,7.446
Seesaw,0.713,0.783,0.844,7.943
Seesaw,0.571,0.659,0.961,6.722
Seesaw,0.293,1.451,1.235,6.996
Seesaw,0.312,0.874,0.915,6.846
Seesaw,0.519,0.969,0.75,6.69
Seesaw,0.639,0.501,0.336,7.714
Seesaw,0.703,0.801,0.524,5.884
Seesaw,0.784,0.533,0.599,4.232
Seesaw,0.327,0.734,0.491,5.584
Seesaw,0.702,1.576,0.385,5.939
Seesaw,0.985,1.209,2.059,7.074
Seesaw,0.707,0.726,0.829,7.389
Seesaw,0.715,0.405,0.34,7.463
Seesaw,0.345,0.514,0.528,5.481
Seesaw,0.721,0.435,1.088,5.935
Seesaw,1.041,0.55,0.28,6.507
Seesaw,0.778,0.667,0.471,6.502
Seesaw,0.415,0.762,0.562,6.471
Seesaw,0.586,0.677,0.654,0.619
Seesaw,0.626,0.724,0.76,5.411
Seesaw,0.737,0.838,0.609,6.26
Seesaw,1.266,0.831,0.663,7.19
Seesaw,0.435,0.735,0.791,6.203
Seesaw,0.757,0.801,0.821,6.832
Seesaw,0.65,0.897,0.52,6.412
Seesaw,1.168,0.649,0.735,6.698
Seesaw,1.081,0.455,1.133,3.297
Seesaw,0.87,0.501,0.639,5.938
Seesaw,0.951,0.592,0.652,3.538
Seesaw,0.986,0.831,0.677,6.675
