Coordination,r1_c36,r2_c36,r3_c36
ZF2,1.852,2.399,1.669
ZF2,2.005,1.923,1.427
ZF2,1.946,2.566,1.356
ZF2,2.255,1.411,1.855
ZF2,1.789,2.223,1.836
ZF2,2.63,2.378,1.693
ZF2,2.835,2.634,1.771
ZF2,1.666,2.529,2.639
ZF2,2.713,2.552,1.552
ZF2,2.377,1.87,1.525
ZF2,1.89,2.032,2.156
ZF2,2.432,2.218,1.608
ZF2,2.465,1.558,1.262
ZF2,2.518,2.482,1.492
ZF2,2.114,2.61,1.829
ZF2,1.7,2.078,2.175
ZF2,2.628,2.16,1.274
ZF2,1.598,2.231,2.39
ZF2,1.952,2.069,1.589
ZF2,2.243,2.715,1.822
ZF2,2.356,2.854,2.373
ZF2,1.954,1.55,1.71
ZF2,1.953,2.165,1.816
ZF2,1.311,2.022,1.739
ZF2,1.211,2.385,1.602
ZF2,1.216,1.429,2
ZF2,0.99,1.198,3.309
ZF2,1.922,1.746,1.754
ZF2,2.145,1.52,1.314
ZF2,2.536,2.491,1.819
ZF2,2.232,1.645,1.664
ZF2,2.169,2.01,2.403
ZF2,1.462,1.873,2.044
ZF2,1.681,4.036,1.638
ZF2,1.117,2.082,1.564
ZF2,1.699,2.463,1.58
ZF2,1.298,1.992,1.924
ZF2,1.601,2.322,1.839
ZF2,2.064,1.652,1.589
ZF2,2.081,1.185,1.888
ZF2,2.486,3.473,1.298
ZF2,1.821,2.326,1.633
ZF2,1.855,2.171,2.143
ZF2,1.528,2.457,2.025
ZF2,2.085,2.467,1.524
ZF2,1.665,2.104,1.624
ZF2,2.801,1.902,1.811
ZF2,1.718,2.424,1.862
ZF2,1.923,2.523,2.163
ZF2,1.802,2.282,1.919
ZF2,1.823,2.739,1.905
ZF2,1.038,2.038,1.92
ZF2,1.414,1.437,1.897
ZF2,1.084,1.683,2.33
ZF2,1.335,2.079,1.586
ZF2,2.346,3.161,1.642
ZF2,1.877,1.752,1.207
ZF2,1.546,2.031,2.12
ZF2,1.843,2.319,1.858
ZF2,1.441,2.08,2.505
ZF2,1.274,2.221,1.222
ZF2,1.627,2.259,2.125
ZF2,1.191,1.679,2.032
ZF2,1.779,2.289,2.174
ZF2,1.813,2.371,2.398
ZF2,1.58,1.888,2.062
ZF2,1.712,1.841,1.652
ZF2,1.19,1.803,2.348
ZF2,1.485,2.43,1.916
ZF2,2.337,2.053,1.686
ZF2,1.475,1.898,2.099
ZF2,2.178,1.58,1.993
ZF2,1.606,2.184,1.592
ZF2,1.208,1.277,1.953
ZF2,2.095,1.781,1.823
ZF2,1.805,1.692,1.677
ZF2,1.463,1.828,2.225
ZF2,1.731,1.728,1.728
ZF2,1.049,2.353,2.252
ZF2,1.618,2.244,1.301
ZF2,1.589,2.328,1.811
ZF2,1.471,2.506,2.305
ZF2,2.338,1.672,2.489
ZF2,1.412,2.287,2.108
ZF2,1.802,1.763,1.625
ZF2,1.734,2.032,1.577
ZF2,1.967,2.086,1.501
ZF2,1.823,2.518,1.787
ZF2,1.478,2.088,1.794
ZF2,1.868,2.499,1.679
ZF2,1.39,2.88,2.397
ZF2,1.905,1.859,2.354
ZF2,1.929,1.74,1.671
ZF2,1.693,1.864,1.775
ZF2,1.169,1.84,1.703
ZF2,1.994,1.746,1.622
ZF2,1.337,2.287,1.817
ZF2,2.104,1.72,2.217
ZF2,1.627,2.227,1.841
ZF2,1.276,1.708,2.253
ZF2,1.836,3.672,2.035
ZF2,1.823,2.255,1.401
ZF2,2.08,1.756,1.491
ZF2,1.139,2.67,1.382
ZF2,2.43,1.998,1.461
ZF2,2.549,2.049,1.682
ZF2,1.498,2.174,1.144
ZF2,1.611,1.94,1.883
ZF2,1.687,2.29,1.443
ZF2,1.606,2.475,1.658
ZF2,1.916,2.656,1.923
ZF2,1.29,2.013,1.938
ZF2,1.552,2.745,1.995
ZF2,3.358,2.574,2.27
ZF2,1.64,2.99,2.128
ZF2,1.621,2.668,1.988
ZF2,1.692,1.941,1.271
ZF2,1.806,1.848,3.022
ZF2,1.705,2.086,1.809
ZF2,1.648,1.879,1.415
ZF2,2.024,2.042,1.984
ZF2,1.665,2.492,1.678
ZF2,1.668,1.635,1.731
ZF2,1.484,2.455,1.661
ZF2,1.352,2.128,1.892
ZF2,1.856,1.335,2.099
ZF2,1.417,2.953,1.895
ZF2,2.02,2.17,2.479
ZF2,2.317,2.257,1.447
ZF2,1.988,1.806,1.763
ZF2,2.628,1.978,1.426
ZF2,1.691,1.828,2.13
ZF2,2.073,2.201,1.952
ZF2,1.687,2.318,2.027
ZF2,1.221,2.893,1.98
ZF2,2.402,1.745,2.185
ZF2,2.123,2.198,1.527
ZF2,2.223,2.214,1.882
ZF2,2.042,1.842,1.748
ZF2,1.984,2.434,2.068
ZF2,1.992,3.599,1.578
ZF2,2.125,1.957,2.536
ZF2,1.343,1.785,1.687
ZF2,2.373,2.403,2.387
ZF2,1.964,3.183,1.626
ZF2,1.739,1.967,1.146
ZF2,2.37,1.636,1.374
ZF2,1.765,2.788,2.197
ZF2,2.251,2.448,2.082
ZF2,2.333,1.449,1.779
ZF2,1.973,1.696,1.777
ZF2,2.112,1.548,1.765
ZF2,2.669,1.84,1.928
ZF2,1.871,1.974,2.33
ZF2,2.113,2.354,2.12
ZF2,2.314,1.685,1.662
ZF2,2.587,1.276,2.891
ZF2,2.866,2.289,1.857
ZF2,1.969,1.99,1.894
ZF2,2.772,2.63,2.224
ZF2,2.079,2.635,2.162
ZF2,1.607,1.434,2.712
ZF2,2.112,2.554,1.589
ZF2,2.334,2.445,2.992
ZF2,2.379,2.01,2.445
ZF2,2.283,1.787,2.634
ZF2,1.986,1.688,2.428
ZF2,2.27,2.042,1.42
ZF2,1.781,1.493,2.154
ZF2,2.214,2.067,1.226
ZF2,1.211,2.781,2.401
ZF2,2.211,1.469,1.864
ZF2,1.989,2.321,1.867
ZF2,2.075,2.342,2.119
ZF2,2.13,1.902,1.965
ZF2,2.298,1.626,1.88
ZF2,2.614,2.383,1.931
ZF2,2.423,1.727,1.87
ZF2,1.962,1.771,2.373
ZF2,3.33,1.91,2.065
ZF2,1.688,1.854,1.315
ZF2,1.77,1.736,1.855
ZF2,1.603,1.852,1.387
ZF2,1.519,1.914,2.305
ZF2,1.866,2.453,1.958
ZF2,2.488,2.153,2.142
ZF2,2.707,2.087,2.628
ZF2,1.697,2.056,1.803
ZF2,1.733,1.981,1.951
ZF2,2.119,2.67,1.808
ZF2,1.799,1.919,1.935
ZF2,2.2,1.507,1.987
ZF2,1.193,2.407,1.49
ZF2,1.829,1.96,3.146
ZF2,2.622,2.058,1.705
ZF2,2.391,2.101,1.873
ZF2,1.59,1.937,1.759
ZF2,2.026,1.69,1.383
ZF2,2.424,1.145,1.673
ZF2,1.546,2.162,2.665
ZF2,2.362,1.926,1.552
ZF2,2.279,1.874,1.946
ZF2,2.064,2.07,1.614
ZF2,1.667,2.351,2.085
ZF2,2.467,2.069,1.24
ZF2,2.632,2.075,1.822
ZF2,2.13,1.697,1.675
ZF2,1.648,2.331,3.389
ZF2,1.812,1.772,1.967
ZF2,2.033,1.478,1.962
ZF2,1.252,1.792,2.161
ZF2,1.628,1.637,2.507
ZF2,1.842,1.424,1.869
ZF2,1.267,2.05,2.479
ZF2,2.332,2.672,2.417
ZF2,1.76,2.054,2.177
ZF2,1.433,1.851,2.14
ZF2,1.869,1.968,2.173
ZF2,1.663,1.343,2.464
ZF2,2.89,2.441,2.028
ZF2,1.839,1.561,2.358
ZF2,2.052,1.819,2.303
ZF2,1.762,1.831,1.903
ZF2,2.175,2.747,2.807
ZF2,1.857,1.851,1.367
ZF2,2.623,2.796,2.092
ZF2,1.741,2.219,2.071
ZF2,1.973,1.644,2.738
ZF2,1.378,2.204,1.593
ZF2,1.723,1.859,1.653
ZF2,2.088,1.535,1.775
ZF2,2.736,1.229,1.722
ZF2,2.142,1.868,2.262
ZF2,2.316,1.705,1.706
ZF2,3.108,1.937,2.201
ZF2,2.223,1.762,3.043
ZF2,2.081,1.871,1.953
ZF2,2.498,1.504,1.782
ZF2,2.483,1.776,2.145
ZF2,1.742,1.095,2.173
ZF2,2.349,1.366,1.753
ZF2,2.103,1.7,1.501
ZF2,1.517,1.61,1.297
ZF2,2.139,1.42,2.152
ZF2,2.092,1.575,1.951
ZF2,1.655,1.594,1.959
ZF2,1.616,1.183,1.764
ZF2,1.179,1.402,2.132
ZF2,2.077,0.884,1.929
ZF2,1.579,1.542,1.796
ZF2,1.516,1.787,1.921
ZF2,1.703,2.389,1.931
ZF2,2.216,2.487,1.313
ZF2,2.632,1.676,1.591
ZF2,1.978,1.38,1.534
ZF2,2.157,2.886,1.758
ZF2,1.617,1.472,1.7
ZF2,1.741,1.566,1.614
ZF2,2.775,1.192,2.024
ZF2,2.269,2.009,2.386
ZF2,2.302,2.24,1.78
ZF2,1.5,1.27,2.018
ZF2,1.779,1.629,1.305
ZF2,1.924,2.097,1.69
ZF2,1.83,1.985,0.993
ZF2,2.28,1.674,1.797
ZF2,1.575,2.136,1.84
ZF2,1.694,2.803,1.918
ZF2,2.943,2.439,1.882
ZF2,1.771,2.178,2.569
ZF2,1.872,1.681,3.13
ZF2,1.648,1.321,2.039
ZF2,1.876,2.185,2.082
ZF2,1.919,1.395,2.155
ZF2,1.3,2.122,2.19
ZF2,1.912,2.27,2.082
ZF2,2.039,1.814,2.552
ZF2,1.842,1.606,1.92
ZF2,1.83,2.178,2.824
ZF2,1.87,2.457,2.054
ZF2,2.752,1.519,1.672
ZF2,2.477,1.883,2.012
ZF2,2.306,1.587,2.253
ZF2,2.47,2.442,1.6
ZF2,1.886,2.054,2.541
ZF2,1.597,1.902,2.061
ZF2,2.501,1.46,2.035
ZF2,1.518,1.302,1.733
ZF2,1.859,1.707,2.833
ZF2,2.459,1.433,1.605
ZF2,2.45,2.449,2.152
ZF2,2.18,1.983,1.471
ZF2,1.852,2.027,2.025
ZF2,2.32,2.178,1.43
ZF2,1.345,1.773,2.671
ZF2,1.65,2.382,2.27
ZF2,2.5,2.388,2.594
ZF2,2.393,2.639,1.991
ZF2,1.882,2.081,1.652
ZF2,2.024,1.924,1.705
ZF2,1.762,1.799,2.611
ZF2,2.454,1.823,1.324
ZF2,1.962,1.838,2.074
ZF2,3.005,1.407,1.582
ZF2,2.2,1.881,1.793
ZF2,2.011,2.304,2.379
ZF2,2.047,1.573,1.455
ZF2,2.043,2.844,2.076
ZF2,1.805,2.241,2.282
ZF2,2.349,1.31,1.318
ZF2,1.997,1.161,2.873
ZF2,1.763,2.237,2.423
ZF2,2.177,0.972,2.118
ZF2,2.309,2.732,2.261
ZF2,1.353,1.817,2.353
ZF2,2.28,2.191,1.886
ZF2,1.548,1.988,2.086
ZF2,1.782,1.801,2.378
ZF2,2.292,1.249,1.738
ZF2,2.028,1.44,2.418
ZF2,2.482,1.655,2.288
ZF2,2.384,1.923,2.053
ZF2,3.805,1.825,1.789
ZF2,2.593,2.464,2.078
ZF2,2.094,1.934,2.178
ZF2,2.832,2.073,2.019
ZF2,1.639,2.55,2.145
ZF2,1.897,2.155,1.987
ZF2,1.877,1.732,1.99
ZF2,1.474,1.985,1.953
ZF2,1.63,1.87,1.748
ZF2,1.864,1.84,1.705
ZF2,1.626,2.569,1.601
ZF2,1.75,2.197,2.184
ZF2,2.481,1.957,1.673
ZF2,1.798,2.351,1.344
ZF2,1.879,2.007,2.002
ZF2,2.148,1.67,2.334
ZF2,2.112,1.362,2.054
ZF2,1.56,2.031,1.423
ZF2,1.765,2.343,2.244
ZF2,2.586,2.229,1.959
ZF2,2.113,2.304,1.135
ZF2,1.761,1.841,2.27
ZF2,3.283,2.567,2.441
ZF2,1.84,1.963,1.466
ZF2,1.761,1.837,1.532
ZF2,3.025,2.629,1.687
ZF2,1.815,1.518,1.699
ZF2,1.537,1.844,1.948
ZF2,1.742,2.056,2.63
ZF2,2.24,1.74,2.02
ZF2,1.623,1.565,1.849
ZF2,2.221,2.02,1.833
ZF2,2.003,1.842,1.558
ZF2,1.78,1.463,1.591
ZF2,1.885,1.843,1.586
ZF2,1.816,1.6,2.343
ZF2,1.956,1.496,1.825
ZF2,2.156,2.19,1.443
