Coordination,r1_c36,r2_c36,r3_c36,r1_aa99sb*
Tetrahedral,10.102,9.81,8.629,0.522
Tetrahedral,9.495,8.391,11.517,0.354
Tetrahedral,10.77,9.179,9.994,0.688
Tetrahedral,11.712,8.969,10.706,0.62
Tetrahedral,12.229,8.798,8.111,0.369
Tetrahedral,11.203,9.573,12.033,0.632
Tetrahedral,9.917,7.451,10.568,0.226
Tetrahedral,9.241,7.915,8.728,0.338
Tetrahedral,10.541,8.649,10.822,0.591
Tetrahedral,8.623,10.671,9.921,0.475
Tetrahedral,8.703,8.723,10.038,0.234
Tetrahedral,10.601,7.612,8.828,0.465
Tetrahedral,10.642,9.862,8.429,0.434
Tetrahedral,9.807,9.701,10.397,0.541
Tetrahedral,11.862,10.015,10.344,0.44
Tetrahedral,9.619,7.046,10.467,0.395
Tetrahedral,8.548,8.635,11.413,0.635
Tetrahedral,9.344,9.008,9.243,0.47
Tetrahedral,9.08,7.904,11.298,0.21
Tetrahedral,10.147,8.315,9.023,0.507
Tetrahedral,11.816,10.245,8.554,1.031
Tetrahedral,11.275,10.525,9.909,0.234
Tetrahedral,11.867,9.206,8.545,0.334
Tetrahedral,12.348,7.836,10.637,0.336
Tetrahedral,9.956,10.249,10.154,0.6
Tetrahedral,9.694,8.607,10.143,0.742
Tetrahedral,8.826,9.304,10.694,0.653
Tetrahedral,10.728,5.919,8.611,0.785
Tetrahedral,9.728,7.462,11.184,1.398
Tetrahedral,11.633,7.071,10.639,0.281
Tetrahedral,10.227,7.349,11.382,0.446
Tetrahedral,9.393,9.342,8.629,0.631
Tetrahedral,10.971,8.956,8.049,0.618
Tetrahedral,13.234,9.456,10.011,0.271
Tetrahedral,8.883,10.373,10.503,0.305
Tetrahedral,9.457,9.564,11.484,0.881
Tetrahedral,10.786,8.562,10.832,0.418
Tetrahedral,10.544,9.052,12.126,0.209
Tetrahedral,9.948,9.738,8.488,0.319
Tetrahedral,11.984,6.662,9.719,0.274
Tetrahedral,8.666,8.513,8.345,0.445
Tetrahedral,11.038,7.829,10.893,0.422
Tetrahedral,9.559,8.659,9.448,0.316
Tetrahedral,11.005,9.648,11.597,0.675
Tetrahedral,11.252,9.37,10.231,0.552
Tetrahedral,10.112,10.909,12.332,0.316
Tetrahedral,9.58,10.683,10.117,0.3
Tetrahedral,11.521,7.819,8.064,0.482
Tetrahedral,12.392,9.436,10.913,0.835
Tetrahedral,11.593,11.217,9.02,0.882
Tetrahedral,9.858,6.33,8.837,0.701
Tetrahedral,9.771,7.894,10.247,0.759
Tetrahedral,9.973,9.75,9.638,0.453
Tetrahedral,8.884,9.12,13.214,0.594
Tetrahedral,12.211,10.452,12.522,0.311
Tetrahedral,7.849,7.877,11.606,0.801
Tetrahedral,10.576,9.136,9.744,0.555
Tetrahedral,8.79,9.01,10.285,1.041
Tetrahedral,9.25,8.237,10.234,0.319
Tetrahedral,9.45,10.228,10.506,0.433
Tetrahedral,9.455,10.268,9.012,0.937
Tetrahedral,11.432,9.669,10.799,0.465
Tetrahedral,10.083,9.576,10.936,0.681
Tetrahedral,10.392,8.679,11.653,0.286
Tetrahedral,11.532,6.937,9.702,0.33
Tetrahedral,9.322,8.794,12.103,0.509
Tetrahedral,13.962,10.889,11.405,1.731
Tetrahedral,9.767,8.957,8.134,0.228
Tetrahedral,13.986,8.24,12.263,0.046
Tetrahedral,11.073,6.883,10.742,0.764
Tetrahedral,10.571,7.811,10.944,0.683
Tetrahedral,11.257,11.399,11.603,0.71
Tetrahedral,11.459,7.785,9.111,0.332
Tetrahedral,12.33,7.687,10.654,0.814
Tetrahedral,9.849,9.232,11.319,0.751
Tetrahedral,13.029,7.964,9.731,1.348
Tetrahedral,10.463,8.037,8.7,0.967
Tetrahedral,8.309,9.775,10.065,2.167
Tetrahedral,10.131,8.458,10.194,0.45
Tetrahedral,9.77,9.262,10.433,0.322
Tetrahedral,9.565,6.55,9.781,0.802
Tetrahedral,14.151,10.53,9.194,0.444
Tetrahedral,11.33,7.945,11.004,0.072
Tetrahedral,12.449,10.166,10.112,0.357
Tetrahedral,10.388,9.401,8.795,0.483
Tetrahedral,8.711,5.914,10.164,0.44
Tetrahedral,10.999,9.079,8.376,0.718
Tetrahedral,9.907,6.048,10.933,0.706
Tetrahedral,11.089,9.55,11.063,0.793
Tetrahedral,13.206,6.137,9.389,0.648
Tetrahedral,9.948,8.941,12.647,0.244
Tetrahedral,8.46,10.915,10.787,0.196
Tetrahedral,10.196,8.233,9.238,1.093
Tetrahedral,8.589,10.862,11.78,0.337
Tetrahedral,11.698,10.491,12.703,0.451
Tetrahedral,11.3,8.631,10.987,0.17
Tetrahedral,9.123,7.7,10.287,1.085
Tetrahedral,10.044,8.721,7.116,1.37
Tetrahedral,9.163,9.331,8.926,0.204
Tetrahedral,8.52,8.394,12.422,0.177
Tetrahedral,11.928,9.508,10.045,0.624
Tetrahedral,13.93,9.384,10.164,0.347
Tetrahedral,9.246,12.123,8.655,0.235
Tetrahedral,10.165,11.052,11.513,0.761
Tetrahedral,9.019,9.571,7.647,0.441
Tetrahedral,10.225,10.567,11.464,0.259
Tetrahedral,9.653,7.431,8.432,0.575
Tetrahedral,11.814,10.01,9.89,0.621
Tetrahedral,7.524,10.235,8.484,0.775
Tetrahedral,8.827,10.82,10.482,0.818
Tetrahedral,12.81,11.636,9.52,0.677
Tetrahedral,9.335,9.663,10.484,0.518
Tetrahedral,11.663,8.184,12.173,0.661
Tetrahedral,10.531,9.252,12.738,1.262
Tetrahedral,11.805,8.784,10.204,0.647
Tetrahedral,7.87,8.316,10.138,0.187
Tetrahedral,11.133,8.86,9.832,0.837
Tetrahedral,11.194,8.513,8.469,0.448
Tetrahedral,9.931,8.323,11.341,0.197
Tetrahedral,11.182,9.645,8.645,0.418
Tetrahedral,11.633,8.232,8.377,0.404
Tetrahedral,11.681,9.74,10.038,0.371
Tetrahedral,9.046,9.805,11.907,0.505
Tetrahedral,8.94,7.05,11.881,0.374
Tetrahedral,8.449,7.236,11.216,0.501
Tetrahedral,9.702,7.005,14.279,0.528
Tetrahedral,11.322,8.432,8.636,0.274
Tetrahedral,15.015,8.397,9.111,0.168
Tetrahedral,10.68,9.637,11.145,0.374
Tetrahedral,10.828,10.821,7.683,0.388
Tetrahedral,10.012,8.925,10.445,0.634
Tetrahedral,8.91,8.214,9.939,0.147
Tetrahedral,10.876,6.679,9.642,0.646
Tetrahedral,7.771,8.551,8.54,0.77
Tetrahedral,10.909,7.851,10.942,0.477
Tetrahedral,9.765,9.623,10.641,0.571
Tetrahedral,10.393,8.835,10.271,0.929
Tetrahedral,11.446,9.821,10.975,0.604
Tetrahedral,11.41,8.737,10.369,0.281
Tetrahedral,10.161,9.602,9.244,1.084
Tetrahedral,8.164,9.831,10.903,0.437
Tetrahedral,10.51,8.261,8.51,1.032
Tetrahedral,12.561,8.305,10.296,0.328
Tetrahedral,8.608,10.085,9.994,0.804
Tetrahedral,8.754,10.961,10.862,0.506
Tetrahedral,10.856,11.711,9.867,0.23
Tetrahedral,12.065,8.404,11.697,0.548
Tetrahedral,9.158,8.778,11.611,0.437
Tetrahedral,10.875,8.616,10.872,1.468
Tetrahedral,8.952,8.856,7.578,0.88
Tetrahedral,10.419,7.957,10.071,0.579
Tetrahedral,9.692,9.386,11.671,0.293
Tetrahedral,10.045,10.69,9.295,0.325
Tetrahedral,9.945,10.944,11.02,0.262
Tetrahedral,11.938,8.42,10.294,1.297
Tetrahedral,10.19,9.593,8.691,0.167
Tetrahedral,10.041,10.738,7.314,0.297
Tetrahedral,10.29,10.161,8.668,0.677
Tetrahedral,9.876,10.064,10.519,0.91
Tetrahedral,8.029,10.458,10.274,0.698
Tetrahedral,9.563,9.158,9.151,0.233
Tetrahedral,10.692,8.787,10.211,0.676
Tetrahedral,12.033,11.067,10.955,0.405
Tetrahedral,10.83,10.632,8.959,1.003
Tetrahedral,10.557,10.415,9.221,0.455
Tetrahedral,11.184,10.87,11.705,0.775
Tetrahedral,11.168,9.802,11.759,0.393
Tetrahedral,8.117,10.304,10.083,0.817
Tetrahedral,11.969,9.236,11.315,1.094
Tetrahedral,8.311,8.94,9.558,0.721
Tetrahedral,11.499,11.201,9.474,0.243
Tetrahedral,8.104,8.648,10.61,0.34
Tetrahedral,11.503,9.444,10.202,0.593
Tetrahedral,8.684,11.619,10.358,0.444
Tetrahedral,10.421,9.414,9.585,0.742
Tetrahedral,11.435,9.013,12.471,0.717
Tetrahedral,9.136,9.929,8.714,0.781
Tetrahedral,10.441,9.624,10.57,0.351
Tetrahedral,7.761,11.454,8.332,0.796
Tetrahedral,9.121,9.463,8.806,0.398
Tetrahedral,8.326,10.762,11.099,0.18
Tetrahedral,11.637,9.053,9.751,1.204
Tetrahedral,9.609,8.166,9.993,0.473
Tetrahedral,10.063,10.083,9.297,0.292
Tetrahedral,9.023,9.787,8.161,0.594
Tetrahedral,9.193,9.85,9.871,0.323
Tetrahedral,11.322,12.382,10.846,0.241
Tetrahedral,9.311,10.604,10.376,0.212
Tetrahedral,8.293,11.718,10.834,0.38
Tetrahedral,9.96,9.886,12.609,0.466
Tetrahedral,8.773,10.371,8.322,0.596
Tetrahedral,9.569,10.12,10.815,0.478
Tetrahedral,9.958,10.624,10.256,0.47
Tetrahedral,10.994,9.702,10.714,0.344
Tetrahedral,10.611,11.212,9.487,0.986
Tetrahedral,7.523,10.636,8.617,0.633
Tetrahedral,10.426,10.983,11.736,0.696
Tetrahedral,12.258,10.134,11.387,0.576
Tetrahedral,12.113,9.098,9.787,0.14
Tetrahedral,7.986,11.521,7.908,0.64
Tetrahedral,9.971,7.664,10.567,0.73
Tetrahedral,9.588,11.191,9.382,0.496
Tetrahedral,9.722,12.41,8.77,0.23
Tetrahedral,11.172,8.516,10.911,0.273
Tetrahedral,13.037,10.32,9.48,0.69
Tetrahedral,9.183,9.354,10.229,0.684
Tetrahedral,10.23,11.595,11.911,0.293
Tetrahedral,11.122,7.17,10.766,1.371
Tetrahedral,7.81,11.221,7.353,0.383
Tetrahedral,8.929,9.508,12.466,0.665
Tetrahedral,7.505,8.971,9.571,0.51
Tetrahedral,10.316,10.506,11.263,0.456
Tetrahedral,11.19,10.447,8.727,0.124
Tetrahedral,11.241,9.964,9.819,0.318
Tetrahedral,10.03,11.96,8.937,0.486
Tetrahedral,11.381,11.321,13.23,0.541
Tetrahedral,9.152,9.345,8.231,0.634
Tetrahedral,9.35,10.512,11.718,0.862
Tetrahedral,8.617,8.63,10.181,0.492
Tetrahedral,10.131,8.671,11.34,1.026
Tetrahedral,8.73,11.53,10.025,0.445
Tetrahedral,12.986,12.775,9.212,0.262
Tetrahedral,10.008,9.269,10.087,0.485
Tetrahedral,12.798,11.95,10.059,0.857
Tetrahedral,9.658,10.261,11.418,1.142
Tetrahedral,8.198,8.702,10.51,1.293
Tetrahedral,8.008,11.246,9.684,0.332
Tetrahedral,10.262,8.768,11.749,0.154
Tetrahedral,11.618,9.709,13.673,0.62
Tetrahedral,8.858,10.245,9.031,1.052
Tetrahedral,10.713,8.714,10.781,0.124
Tetrahedral,10.165,10.438,10.817,0.611
Tetrahedral,9.482,9.97,10.331,0.874
Tetrahedral,9.719,9.912,12.532,0.691
Tetrahedral,8.985,9.069,9.174,0.26
Tetrahedral,10.075,13.552,12.016,0.632
Tetrahedral,7.179,9.536,11.09,0.706
Tetrahedral,10.518,10.915,12.574,0.26
Tetrahedral,12.03,10.699,11.089,1.062
Tetrahedral,9.385,10.094,9.368,1.002
Tetrahedral,11.94,10.387,12.615,0.663
Tetrahedral,10.483,12.736,9.96,0.645
Tetrahedral,10.479,11.12,10.485,0.372
Tetrahedral,9.349,9.868,10.403,0.703
Tetrahedral,9.413,9.844,10.483,0.441
Tetrahedral,10.713,13.038,11.514,0.542
Tetrahedral,9.775,9.468,10.51,0.191
Tetrahedral,8.546,9.623,10.708,0.372
Tetrahedral,11.049,9.328,9.674,0.178
Tetrahedral,12.154,10.921,7.952,0.553
Tetrahedral,10.137,9.45,8.938,1.023
Tetrahedral,8.957,8.531,9.118,1.036
Tetrahedral,8.746,7.988,10.375,0.862
Tetrahedral,11.683,11.181,11.71,0.458
Tetrahedral,9.581,10.645,11.158,0.503
Tetrahedral,10.39,9.413,9.329,0.358
Tetrahedral,11.543,9.319,11.383,0.457
Tetrahedral,10.97,6.882,12.516,0.463
Tetrahedral,8.943,8.345,9.886,0.828
Tetrahedral,8.835,10.038,11.591,0.069
Tetrahedral,10.607,7.937,9.466,0.853
Tetrahedral,9.114,10.945,11.729,0.384
Tetrahedral,9.391,7.422,9.511,0.893
Tetrahedral,10.03,10.992,10.371,0.49
Tetrahedral,9.792,11.46,10.887,0.866
Tetrahedral,10.719,10.148,11.849,0.362
Tetrahedral,12.334,9.045,9.64,0.401
Tetrahedral,9.608,10.316,11.776,0.425
Tetrahedral,11.299,9.799,10.737,0.247
Tetrahedral,9.09,9.745,8.838,0.787
Tetrahedral,12.307,10.127,11.601,0.626
Tetrahedral,9.858,7.892,10.665,0.781
Tetrahedral,6.954,9.548,9.289,0.341
Tetrahedral,9.213,11.044,9.686,0.592
Tetrahedral,10.65,11.254,8.24,0.564
Tetrahedral,11.196,8.804,9.964,0.342
Tetrahedral,9.96,8.482,12.384,0.883
Tetrahedral,9.951,9.504,9.641,0.698
Tetrahedral,9.857,10.809,8.825,0.426
Tetrahedral,9.023,11.21,10.24,0.312
Tetrahedral,9.195,11.725,11.238,1.243
Tetrahedral,10.028,9.075,10.266,0.697
Tetrahedral,9.893,11.074,12.488,0.532
Tetrahedral,10.188,10.09,9.783,0.636
Tetrahedral,11.782,9.296,12.433,0.67
Tetrahedral,10.064,8.748,9.128,1.386
Tetrahedral,8.702,8.869,9,0.375
Tetrahedral,11.088,8.059,8.205,0.297
Tetrahedral,8.216,6.775,9.478,0.21
Tetrahedral,10.542,9.488,10.929,0.462
Tetrahedral,10.844,10.906,9.751,0.381
Tetrahedral,11.295,11.274,11.103,0.391
Tetrahedral,8.585,11.945,10.36,0.353
Tetrahedral,9.33,7.814,9.377,0.383
Tetrahedral,8.27,9.793,9.72,1.179
Tetrahedral,9.125,9.281,10.355,0.295
Tetrahedral,7.754,11.072,10.531,1.245
Tetrahedral,9.818,8.606,10.785,1.002
Tetrahedral,9.95,8.056,9.091,0.121
Tetrahedral,11.553,10.239,11.256,0.49
Tetrahedral,9.807,7.747,9.848,0.322
Tetrahedral,11.05,7.88,9.672,1.201
Tetrahedral,9.824,8.532,10.147,0.436
Tetrahedral,7.976,9.675,8.975,0.237
Tetrahedral,10.701,6.976,11.499,0.276
Tetrahedral,9.321,9.572,9.611,0.091
Tetrahedral,7.403,8.601,8.834,0.687
Tetrahedral,10.538,7.904,11.227,0.595
Tetrahedral,10.543,8.423,11.695,1.016
Tetrahedral,9.451,9.871,13.309,0.487
Tetrahedral,10.474,10.368,8.608,0.851
Tetrahedral,11.189,12.788,10.185,0.759
Tetrahedral,9.065,7.827,9.137,0.238
Tetrahedral,9.82,9.589,10.137,0.632
Tetrahedral,11.214,9.612,9.022,0.436
Tetrahedral,10.302,8.975,10.818,0.276
Tetrahedral,8.53,8.579,7.082,0.33
Tetrahedral,10.383,11.195,10.648,0.552
Tetrahedral,10.982,8.996,10.187,0.62
Tetrahedral,10.069,7.123,11.987,0.739
Tetrahedral,10.399,8.267,10.196,0.487
Tetrahedral,9.946,7.835,9.838,2.449
Tetrahedral,10.182,8.952,8.034,0.263
Tetrahedral,9.356,11.348,8.698,0.818
Tetrahedral,8.75,7.675,8.989,0.889
Tetrahedral,9.45,8.071,8.923,0.455
Tetrahedral,10.141,10.941,8.601,1.104
Tetrahedral,8.277,12.062,8.138,0.613
Tetrahedral,10.632,9.273,10.437,0.621
Tetrahedral,10.457,8.379,7.704,0.768
Tetrahedral,9.509,8.646,10.554,0.576
Tetrahedral,9.408,9.36,9.81,0.586
Tetrahedral,10.313,9.103,8.958,0.628
Tetrahedral,12.585,7.439,11.817,0.231
Tetrahedral,9.536,7.293,9.456,0.228
Tetrahedral,11.116,11.623,10.063,0.711
Tetrahedral,11.249,7.495,9.619,0.55
Tetrahedral,10.293,8.414,8.899,0.597
Tetrahedral,9.139,8.935,7.953,0.584
Tetrahedral,10.04,9.068,10.518,0.377
Tetrahedral,11.05,9.247,11.716,0.789
Tetrahedral,11.733,8.822,10.456,0.547
Tetrahedral,9.068,7.604,9.47,0.683
Tetrahedral,9.083,9.56,8.583,0.449
Tetrahedral,8.718,7.456,10.163,0.29
Tetrahedral,11.204,10.465,11.437,0.962
Tetrahedral,9.767,10.567,8.323,1.166
Tetrahedral,12.169,8.164,13.996,0.395
Tetrahedral,10.05,9.437,9.649,0.759
Tetrahedral,9.739,9.488,10.146,0.725
Tetrahedral,9.391,9.074,11.214,0.997
Tetrahedral,10.166,7.891,11.807,0.191
Tetrahedral,9.956,12.157,12.077,1.113
Tetrahedral,10.073,7.959,12.325,0.189
Tetrahedral,8.429,8.96,11.693,0.562
Tetrahedral,11.237,7.64,12.553,0.895
Tetrahedral,10.39,8.118,11.023,0.412
Tetrahedral,10.729,10.527,9.923,0.351
Tetrahedral,9.22,8.725,11.218,0.503
Tetrahedral,9.267,7.566,11.087,1.098
Tetrahedral,9.895,8.054,11.736,0.456
Tetrahedral,9.39,9.025,11.435,0.35
Tetrahedral,11.396,9.992,9.5,0.51
Tetrahedral,10.325,7.621,11.855,0.574
Tetrahedral,10.666,9.391,12.358,0.208
Tetrahedral,10.855,8.178,9.519,0.843
Tetrahedral,10.651,7.382,9.003,0.125
Tetrahedral,10.212,8.618,8.951,0.425
Tetrahedral,11.386,8.515,12.215,0.411
Tetrahedral,9.164,8.065,9.343,0.885
Tetrahedral,11.182,11.067,10.322,0.587
Tetrahedral,9.785,8.935,11.564,0.283
Tetrahedral,8.438,8.434,11.288,0.315
Tetrahedral,10.121,10.585,10.263,0.572
Tetrahedral,9.638,10.861,8.986,0.433
Tetrahedral,10.759,9.363,10.161,0.239
Tetrahedral,9.658,9.207,10.277,0.346
Tetrahedral,10.163,7.171,11.876,0.43
Tetrahedral,11.066,7.271,8.071,0.428
Tetrahedral,10.229,8.377,10.262,0.964
Tetrahedral,10.177,6.799,10.66,0.585
Tetrahedral,8.601,7.203,9.087,0.548
Tetrahedral,9.648,7.513,9.869,0.64
Tetrahedral,8.739,9.11,11.439,0.505
Tetrahedral,8.825,6.892,11.971,0.26
Tetrahedral,9.131,11.596,8.358,0.576
Tetrahedral,10.103,10.992,10.029,1.19
Tetrahedral,9.491,8.89,9.059,0.337
Tetrahedral,11.449,9.664,10.418,0.986
Tetrahedral,9.946,11.932,12.366,0.304
Tetrahedral,8.735,8.5,11.278,0.501
Tetrahedral,7.983,10.252,9.794,0.523
Tetrahedral,9.201,8.558,11.419,0.333
Tetrahedral,9.634,7.938,9.143,0.763
Tetrahedral,10.229,9.752,10.68,1.076
Tetrahedral,9.036,10.268,10.61,0.103
Tetrahedral,7.829,10.403,10.937,0.139
Tetrahedral,8.945,9.036,10.168,0.184
Tetrahedral,11.371,11.927,8.382,0.359
Tetrahedral,12.287,9.688,11.102,0.315
Tetrahedral,9.862,9.115,8.95,0.32
Tetrahedral,11.522,11.206,10.129,0.546
Tetrahedral,9.862,10.45,11.931,0.812
Tetrahedral,9.347,10.995,10.109,0.339
Tetrahedral,8.681,11.486,9.054,1.1
Tetrahedral,7.996,11.429,13.484,1.176
Tetrahedral,10.27,11.092,11.485,0.536
Tetrahedral,12.009,11.009,10.812,0.252
Tetrahedral,9.865,7.724,8.438,0.229
Tetrahedral,10.456,10.483,10.192,0.531
Tetrahedral,8.668,10.538,11.075,0.12
Tetrahedral,9.447,11.892,10.874,1.414
Tetrahedral,9.27,10.699,9.502,0.503
Tetrahedral,7.975,11.262,8.834,0.735
Tetrahedral,9.232,9.353,11.078,0.837
Tetrahedral,9.532,11.022,8.896,0.468
Tetrahedral,11.226,9.05,12.181,0.178
Tetrahedral,9.918,7.864,10.058,0.464
Tetrahedral,10.448,9.229,9.14,1.345
Seesaw,1.328,1.328,1.328,8.491
Seesaw,0.566,0.308,0.595,8.024
Seesaw,0.443,0.705,0.283,6.986
Seesaw,0.959,0.463,0.562,8.457
Seesaw,0.458,0.573,0.687,6.653
Seesaw,1.231,0.547,0.775,8.672
Seesaw,0.647,0.359,0.34,7.329
Seesaw,0.34,0.686,0.797,8.085
Seesaw,0.788,0.646,0.467,6.201
Seesaw,1.079,0.466,0.557,5.623
Seesaw,1.168,0.598,0.4,7.351
Seesaw,0.416,0.996,0.862,8.205
Seesaw,0.66,0.577,0.841,8.315
Seesaw,0.876,0.58,0.621,7.919
Seesaw,0.892,0.719,0.992,6.823
Seesaw,0.852,0.57,0.583,7.407
Seesaw,1.241,0.422,0.605,7.854
Seesaw,1.803,0.49,0.548,8.043
Seesaw,1.193,0.747,1.058,7.719
Seesaw,0.748,0.591,0.949,7.647
Seesaw,0.953,0.447,0.841,7.446
Seesaw,0.548,0.291,1.112,7.899
Seesaw,1.032,0.947,0.617,7.387
Seesaw,0.516,0.586,0.694,8.671
Seesaw,0.255,0.507,0.684,9.187
Seesaw,0.752,0.746,0.609,7.112
Seesaw,0.514,0.633,1.018,7.922
Seesaw,0.616,0.356,0.48,7.548
Seesaw,1.09,0.893,0.989,8.159
Seesaw,1.166,0.438,0.275,8.739
Seesaw,0.702,0.521,0.366,7.83
Seesaw,0.712,0.487,1.411,7.967
Seesaw,0.569,0.822,0.378,6.963
Seesaw,0.576,0.64,1.01,4.711
Seesaw,1.27,0.808,0.828,7.521
Seesaw,0.442,0.601,0.746,7.567
Seesaw,0.737,0.651,0.953,7.167
Seesaw,0.466,0.855,0.373,8.349
Seesaw,0.822,0.757,0.591,8.068
Seesaw,1.4,0.918,0.703,6.847
Seesaw,0.889,1.038,0.441,8.159
Seesaw,0.673,0.884,0.752,8.283
Seesaw,0.365,1.026,0.739,6.501
Seesaw,0.76,1.832,0.288,6.594
Seesaw,0.591,0.584,0.75,7.644
Seesaw,0.99,1.144,0.668,5.456
Seesaw,0.608,0.822,1.357,8.387
Seesaw,0.847,0.86,1.39,6.723
Seesaw,0.889,0.677,0.564,7.256
Seesaw,1.202,0.832,0.741,6.756
Seesaw,0.544,0.877,1.175,7.354
Seesaw,0.405,0.406,0.726,8.571
Seesaw,1.115,0.731,0.538,8.305
Seesaw,0.723,0.937,0.842,8.509
Seesaw,0.493,0.874,0.492,8.021
Seesaw,1.044,0.888,0.723,7.261
Seesaw,0.268,1.525,0.52,8.102
Seesaw,0.273,0.437,0.487,8.886
Seesaw,1.915,0.652,1.056,8.646
Seesaw,0.244,0.426,0.659,6.708
Seesaw,1.053,0.526,0.774,7.907
Seesaw,0.478,0.285,2.626,8.176
Seesaw,0.46,0.381,0.42,6.027
Seesaw,0.415,0.705,0.398,7.523
Seesaw,0.508,0.945,0.407,7.92
Seesaw,0.855,0.781,0.889,6.835
Seesaw,0.522,0.455,0.856,6.186
Seesaw,0.506,0.747,0.625,8.836
Seesaw,0.941,1.03,0.269,6.47
Seesaw,0.78,0.747,0.681,7.134
Seesaw,0.421,0.947,0.803,7.462
Seesaw,0.806,0.922,0.258,8.376
Seesaw,0.756,0.734,0.496,8.041
Seesaw,0.649,0.702,0.614,7.769
Seesaw,0.697,0.645,1.055,8.227
Seesaw,0.648,0.637,0.499,7.789
Seesaw,0.815,0.523,0.35,6.582
Seesaw,0.533,0.518,0.361,8.909
Seesaw,0.502,1.291,1.337,6.237
Seesaw,0.814,0.737,0.368,8.117
Seesaw,0.681,1.302,0.863,6.467
Seesaw,0.584,0.253,0.454,8.597
Seesaw,0.568,1.067,0.269,7.315
Seesaw,0.582,0.484,0.55,7.44
Seesaw,0.478,1.192,0.631,8
Seesaw,0.769,1.12,0.591,8.69
Seesaw,0.805,0.548,0.523,7.06
Seesaw,0.614,0.756,0.636,9.421
Seesaw,0.722,1.171,0.539,8.345
Seesaw,0.224,1.197,0.507,9.165
Seesaw,0.478,0.744,1.145,7.997
Seesaw,0.513,0.659,0.845,7.339
Seesaw,0.622,0.846,0.945,7.925
Seesaw,1.335,1.005,1.273,8.605
Seesaw,0.566,0.669,0.945,7.274
Seesaw,0.714,0.56,1.059,8.413
Seesaw,0.699,0.496,1.351,6.31
Seesaw,0.503,0.818,0.344,7.18
Seesaw,0.6,0.889,0.985,7.241
Seesaw,0.834,0.989,0.599,8.872
Seesaw,0.611,0.99,1.227,7.786
Seesaw,0.417,1,1.199,7.55
Seesaw,0.729,0.527,0.893,7.222
Seesaw,0.784,0.587,0.542,7.242
Seesaw,1.203,0.647,0.995,7.516
Seesaw,0.638,0.976,1.095,7.112
Seesaw,0.431,0.423,0.801,7.753
Seesaw,1.233,0.889,0.253,5.629
Seesaw,0.342,0.528,0.845,7.809
Seesaw,0.345,0.929,0.853,8.376
Seesaw,0.881,0.282,0.41,6.315
Seesaw,0.668,0.589,0.906,6.804
Seesaw,0.808,0.67,0.738,7.363
Seesaw,0.516,1.018,0.851,7.505
Seesaw,0.738,0.452,1.633,7.832
Seesaw,1.142,0.914,0.59,7.841
Seesaw,0.503,0.49,0.866,7.903
Seesaw,0.952,0.7,0.655,7.074
Seesaw,0.372,0.9,0.753,8.382
Seesaw,0.749,0.904,0.615,8.289
Seesaw,0.535,1.309,0.668,8.161
Seesaw,0.397,0.781,0.883,7.064
Seesaw,0.298,0.906,0.339,8.621
Seesaw,0.374,0.829,0.748,7.794
Seesaw,0.668,0.742,0.589,8.062
Seesaw,0.628,0.857,1.203,5.546
Seesaw,0.703,0.383,0.377,8.94
Seesaw,0.527,0.233,0.533,7.302
Seesaw,0.974,0.756,0.224,6.899
Seesaw,1.158,2.04,1.261,7.252
Seesaw,0.832,0.633,1.332,8.555
Seesaw,0.727,0.83,0.532,8.417
Seesaw,0.527,0.83,1.483,7.705
Seesaw,0.896,1.186,0.997,6.819
Seesaw,0.507,0.492,1.38,7.819
Seesaw,0.63,1.051,0.803,8.538
Seesaw,0.752,0.484,1.147,7.205
Seesaw,0.835,0.443,0.346,7.088
Seesaw,0.909,1.114,0.448,8.031
Seesaw,0.623,0.624,1.125,5.814
Seesaw,0.646,0.639,0.469,7.744
Seesaw,1.132,0.675,1.506,5.463
Seesaw,0.637,0.771,0.952,8.886
Seesaw,0.464,0.656,1.429,7.747
Seesaw,1.546,0.958,1.558,7.844
Seesaw,1.144,0.533,0.562,7.182
Seesaw,1.063,0.786,0.592,7.501
Seesaw,0.729,0.779,0.42,7.854
Seesaw,0.916,0.391,0.432,7.536
Seesaw,0.504,0.602,0.927,8.006
Seesaw,1.093,0.232,0.712,6.514
Seesaw,0.581,0.566,0.852,8.317
Seesaw,0.385,0.522,0.415,6.121
Seesaw,0.724,0.557,0.737,8.535
Seesaw,1.201,0.916,0.81,8.478
Seesaw,1.379,1.261,0.99,8.779
Seesaw,1.14,0.889,0.682,7.174
Seesaw,1.469,1.029,0.706,8.653
Seesaw,1.137,0.64,0.488,7.62
Seesaw,0.877,0.81,1.301,8.366
Seesaw,0.639,0.671,0.687,8.097
Seesaw,0.893,0.647,0.427,7.77
Seesaw,1.079,1.042,0.739,6.582
Seesaw,0.96,0.447,0.819,8.229
Seesaw,1.245,0.483,0.436,7.718
Seesaw,0.726,0.678,0.834,8.109
Seesaw,0.754,0.322,0.728,8.374
Seesaw,0.284,1.223,0.663,7.162
Seesaw,0.432,0.866,0.907,8.428
Seesaw,0.964,0.513,0.59,8.022
Seesaw,1.084,0.481,1.063,8.667
Seesaw,0.872,0.626,0.717,8.142
Seesaw,0.498,1.368,1.046,8.729
Seesaw,0.811,0.798,0.832,7.998
Seesaw,0.892,1.067,0.997,7.617
Seesaw,0.535,0.772,0.886,6.954
Seesaw,0.86,0.56,0.681,8.43
Seesaw,0.647,0.969,0.702,6.523
