Coordination,r1_c36,r2_c36,r3_c36
Tetrahedral,0.438,0.318,0.818
Tetrahedral,1.208,0.984,0.689
Tetrahedral,0.5,0.546,0.802
Tetrahedral,0.71,0.435,0.805
Tetrahedral,0.593,0.496,0.632
Tetrahedral,0.818,0.714,0.931
Tetrahedral,0.824,0.811,0.773
Tetrahedral,1.217,0.35,0.615
Tetrahedral,0.729,0.555,0.632
Tetrahedral,0.839,0.382,0.489
Tetrahedral,0.397,0.393,1.091
Tetrahedral,0.778,0.545,0.382
Tetrahedral,0.651,0.358,0.617
Tetrahedral,0.846,0.893,1.522
Tetrahedral,1.227,0.593,0.469
Tetrahedral,0.682,0.556,0.991
Tetrahedral,0.97,0.538,0.789
Tetrahedral,0.415,0.785,1.24
Tetrahedral,0.739,0.467,0.628
Tetrahedral,0.649,1.163,0.87
Tetrahedral,0.491,0.768,0.769
Tetrahedral,0.789,0.665,0.648
Tetrahedral,0.908,0.845,0.851
Tetrahedral,0.724,0.708,0.825
Tetrahedral,0.725,0.433,1.104
Tetrahedral,0.541,0.772,0.675
Tetrahedral,1.057,0.65,0.996
Tetrahedral,0.976,0.763,0.71
Tetrahedral,1.023,0.527,1.131
Tetrahedral,1.369,0.471,0.523
Tetrahedral,0.764,0.532,0.577
Tetrahedral,1.053,0.768,0.478
Tetrahedral,0.725,0.5,0.75
Tetrahedral,0.594,0.978,0.888
Tetrahedral,0.781,0.683,0.771
Tetrahedral,0.849,0.651,0.5
Tetrahedral,0.433,0.926,0.63
Tetrahedral,0.567,0.536,0.627
Tetrahedral,0.753,0.712,0.423
Tetrahedral,0.529,0.514,0.73
Tetrahedral,0.533,0.343,1.147
Tetrahedral,0.91,0.601,0.662
Tetrahedral,0.911,1.179,0.547
Tetrahedral,0.894,0.507,0.209
Tetrahedral,0.875,0.845,0.606
Tetrahedral,0.741,0.642,0.511
Tetrahedral,0.788,0.306,0.358
Tetrahedral,0.558,0.574,0.814
Tetrahedral,0.424,0.81,1.023
Tetrahedral,0.587,0.658,0.886
Tetrahedral,0.413,0.503,0.506
Tetrahedral,0.664,0.603,0.656
Tetrahedral,0.669,0.285,0.558
Tetrahedral,0.446,0.603,0.546
Tetrahedral,0.632,0.738,0.416
Tetrahedral,0.839,0.554,0.337
Tetrahedral,0.869,0.573,0.519
Tetrahedral,0.553,0.484,0.524
Tetrahedral,0.696,0.497,0.559
Tetrahedral,0.839,0.67,0.43
Tetrahedral,0.831,0.668,0.806
Tetrahedral,0.784,0.538,0.349
Tetrahedral,0.853,0.573,0.816
Tetrahedral,0.581,0.517,0.833
Tetrahedral,1.134,0.441,0.746
Tetrahedral,0.64,0.916,0.555
Tetrahedral,0.68,0.567,0.451
Tetrahedral,0.748,0.277,0.48
Tetrahedral,0.602,0.673,0.872
Tetrahedral,0.381,0.537,0.555
Tetrahedral,0.645,0.558,0.69
Tetrahedral,0.74,0.788,0.384
Tetrahedral,0.778,0.52,0.641
Tetrahedral,1.473,0.57,0.28
Tetrahedral,0.771,0.851,0.933
Tetrahedral,0.687,0.702,0.664
Tetrahedral,0.759,0.568,0.827
Tetrahedral,1.074,0.453,0.576
Tetrahedral,1.074,0.903,0.814
Tetrahedral,1.202,0.634,0.921
Tetrahedral,0.704,0.673,0.619
Tetrahedral,0.616,0.738,0.769
Tetrahedral,0.571,0.655,0.641
Tetrahedral,0.556,0.653,0.907
Tetrahedral,0.8,0.617,0.563
Tetrahedral,0.713,0.557,0.755
Tetrahedral,0.566,0.389,0.65
Tetrahedral,0.618,0.533,0.688
Tetrahedral,0.899,0.953,0.715
Tetrahedral,0.687,0.33,0.675
Tetrahedral,0.92,0.681,0.474
Tetrahedral,0.797,0.617,0.504
Tetrahedral,0.76,0.814,0.643
Tetrahedral,0.461,1.052,0.9
Tetrahedral,0.519,0.91,0.597
Tetrahedral,0.616,1.315,0.503
Tetrahedral,0.671,0.461,0.948
Tetrahedral,1.071,0.655,0.875
Tetrahedral,0.413,0.93,0.633
Tetrahedral,0.806,0.745,0.426
Tetrahedral,0.597,0.858,0.444
Tetrahedral,0.746,0.596,1.31
Tetrahedral,0.637,0.556,0.789
Tetrahedral,1.126,0.727,0.418
Tetrahedral,0.737,0.417,0.429
Tetrahedral,0.794,0.479,0.496
Tetrahedral,0.629,0.68,0.699
Tetrahedral,1.288,0.639,0.534
Tetrahedral,0.843,0.719,0.751
Tetrahedral,0.788,0.474,0.867
Tetrahedral,0.623,0.833,0.718
Tetrahedral,0.634,0.511,0.805
Tetrahedral,0.656,0.783,0.759
Tetrahedral,1.334,0.616,0.771
Tetrahedral,0.844,0.697,0.341
Tetrahedral,0.583,0.35,0.62
Tetrahedral,0.527,0.42,0.493
Tetrahedral,1.565,0.905,0.446
Tetrahedral,0.766,0.656,0.63
Tetrahedral,0.765,0.623,0.726
Tetrahedral,0.437,0.691,0.902
Tetrahedral,0.772,0.982,0.385
Tetrahedral,0.703,0.528,0.787
Tetrahedral,0.394,0.713,0.326
Tetrahedral,0.686,0.679,0.634
Tetrahedral,1.196,1.058,0.521
Tetrahedral,0.648,0.517,0.614
Tetrahedral,0.106,0.539,0.423
Tetrahedral,0.798,0.608,0.853
Tetrahedral,0.865,0.334,0.369
Tetrahedral,0.601,0.207,0.911
Tetrahedral,0.744,0.902,0.787
Tetrahedral,1.033,0.903,0.502
Tetrahedral,0.728,0.399,0.811
Tetrahedral,0.736,0.733,0.55
Tetrahedral,0.837,0.612,0.88
Tetrahedral,0.804,0.467,0.498
Tetrahedral,0.772,0.493,0.901
Tetrahedral,0.84,0.425,0.485
Tetrahedral,0.732,0.856,0.943
Tetrahedral,0.636,0.952,0.607
Tetrahedral,0.529,0.636,0.775
Tetrahedral,0.52,0.335,0.392
Tetrahedral,0.68,0.88,0.539
Tetrahedral,0.517,0.548,0.951
Tetrahedral,0.742,0.42,0.602
Tetrahedral,0.667,0.312,0.819
Tetrahedral,0.781,0.519,0.438
Tetrahedral,1.045,0.589,0.491
Tetrahedral,0.473,0.437,0.675
Tetrahedral,0.784,0.573,0.564
Tetrahedral,0.547,0.341,0.611
Tetrahedral,0.619,0.53,1.171
Tetrahedral,0.917,0.451,0.802
Tetrahedral,0.536,0.375,0.373
Tetrahedral,0.466,0.447,0.986
Tetrahedral,0.853,0.416,0.322
Tetrahedral,0.699,0.774,0.56
Tetrahedral,1.085,0.415,0.82
Tetrahedral,0.474,0.32,0.42
Tetrahedral,0.445,0.548,0.774
Tetrahedral,1.152,0.292,1.305
Tetrahedral,0.513,0.591,0.646
Tetrahedral,0.718,0.286,0.461
Tetrahedral,0.347,0.612,0.43
Tetrahedral,0.574,0.604,0.377
Tetrahedral,0.735,0.571,0.878
Tetrahedral,0.958,1.509,0.524
Tetrahedral,0.628,1.051,0.955
Tetrahedral,0.512,0.56,0.529
Tetrahedral,0.809,0.575,0.488
Tetrahedral,0.781,0.274,0.445
Tetrahedral,0.64,0.907,0.778
Tetrahedral,0.505,0.755,0.347
Tetrahedral,0.904,0.628,0.662
Tetrahedral,1.003,0.488,0.833
Tetrahedral,0.704,0.639,0.599
Tetrahedral,0.819,0.555,0.84
Tetrahedral,0.414,0.498,0.44
Tetrahedral,0.753,0.375,0.701
Tetrahedral,1.096,0.796,0.328
Tetrahedral,0.545,0.417,0.614
Tetrahedral,0.478,0.742,0.729
Tetrahedral,0.471,0.676,0.484
Tetrahedral,0.502,0.347,0.822
Tetrahedral,1.019,0.733,0.721
Tetrahedral,0.754,0.632,0.493
Tetrahedral,0.509,0.604,0.531
Tetrahedral,0.638,0.522,0.409
Tetrahedral,0.619,0.702,0.792
Tetrahedral,0.295,0.528,0.811
Tetrahedral,0.621,0.473,0.757
Tetrahedral,0.94,0.528,0.558
Tetrahedral,0.629,0.398,0.783
Tetrahedral,1.086,0.663,0.874
Tetrahedral,0.631,0.695,0.471
Tetrahedral,0.378,0.301,0.669
Tetrahedral,0.766,0.343,0.273
Tetrahedral,0.792,0.729,0.373
Tetrahedral,0.479,0.293,0.567
Tetrahedral,0.765,0.503,0.688
Tetrahedral,0.813,0.59,0.577
Tetrahedral,0.691,0.531,0.624
Tetrahedral,0.764,0.429,0.986
Tetrahedral,0.619,0.785,0.471
Tetrahedral,0.479,0.69,0.983
Tetrahedral,0.661,0.267,0.557
Tetrahedral,0.727,0.535,0.552
Tetrahedral,0.56,0.603,0.391
Tetrahedral,0.462,0.756,0.714
Tetrahedral,0.787,0.614,0.233
Tetrahedral,0.707,0.855,0.431
Tetrahedral,0.596,0.414,0.415
Tetrahedral,0.795,0.645,0.541
Tetrahedral,0.483,0.491,0.705
Tetrahedral,0.413,0.403,0.663
Tetrahedral,0.554,0.472,1.01
Tetrahedral,0.915,0.553,0.24
Tetrahedral,0.448,0.551,0.964
Tetrahedral,0.896,0.596,0.838
Tetrahedral,0.8,0.427,0.531
Tetrahedral,0.686,0.382,0.641
Tetrahedral,0.546,0.497,1.094
Tetrahedral,0.645,0.319,0.714
Tetrahedral,0.609,1.072,0.512
Tetrahedral,0.529,0.777,0.772
Tetrahedral,1.396,0.591,0.697
Tetrahedral,0.584,0.518,1.023
Tetrahedral,0.823,0.502,0.416
Tetrahedral,0.825,1.372,0.61
Tetrahedral,0.651,0.792,0.541
Tetrahedral,0.913,0.796,0.669
Tetrahedral,0.71,0.57,0.767
Tetrahedral,0.774,0.643,0.985
Tetrahedral,0.516,0.466,0.794
Tetrahedral,0.454,0.542,0.733
Tetrahedral,0.472,0.669,0.605
Tetrahedral,0.536,0.56,0.301
Tetrahedral,0.664,0.367,0.289
Tetrahedral,0.557,0.462,0.471
Tetrahedral,0.57,0.292,0.461
Tetrahedral,0.868,0.65,0.202
Tetrahedral,0.357,0.325,0.541
Tetrahedral,0.974,0.561,0.722
Tetrahedral,0.704,0.305,0.726
Tetrahedral,0.703,0.517,1.087
Tetrahedral,0.619,0.378,0.52
Tetrahedral,0.681,0.538,0.712
Tetrahedral,1.444,0.473,0.945
Tetrahedral,0.687,0.781,0.456
Tetrahedral,0.691,0.439,0.609
Tetrahedral,0.571,0.836,0.611
Tetrahedral,0.572,0.686,0.542
Tetrahedral,0.669,0.436,0.521
Tetrahedral,0.841,0.634,0.645
Tetrahedral,1.11,0.215,0.794
Tetrahedral,1.385,0.757,0.551
Tetrahedral,0.557,0.461,0.539
Tetrahedral,0.452,0.566,0.675
Tetrahedral,0.555,0.489,0.28
Tetrahedral,0.711,0.449,0.704
Tetrahedral,1.075,0.685,0.381
Tetrahedral,0.488,0.79,0.399
Tetrahedral,0.494,0.703,0.447
Tetrahedral,1.163,0.683,0.425
Tetrahedral,0.505,0.536,0.347
Tetrahedral,0.721,0.506,0.415
Tetrahedral,0.808,0.561,0.637
Tetrahedral,0.754,0.364,0.556
Tetrahedral,0.589,1.067,0.447
Tetrahedral,0.659,0.71,0.331
Tetrahedral,0.605,0.671,0.533
Tetrahedral,0.923,0.641,0.482
Tetrahedral,0.204,0.506,0.598
Tetrahedral,0.452,1.375,1.002
Tetrahedral,1.385,0.789,1.012
Tetrahedral,0.827,0.448,0.642
Tetrahedral,0.682,0.515,0.482
Tetrahedral,0.776,0.551,0.253
Tetrahedral,0.823,0.837,0.618
Tetrahedral,0.544,0.324,0.576
Tetrahedral,0.852,0.521,0.482
Tetrahedral,0.437,0.456,0.314
Tetrahedral,0.766,0.729,0.645
Tetrahedral,0.763,1.145,0.759
Tetrahedral,0.71,0.942,0.839
Tetrahedral,0.822,0.313,0.542
Tetrahedral,0.569,0.807,0.422
Tetrahedral,1.251,0.454,0.341
Tetrahedral,1.145,0.707,0.442
Tetrahedral,0.529,0.66,0.677
Tetrahedral,0.868,0.882,0.472
Tetrahedral,0.657,0.717,0.357
Tetrahedral,0.48,0.58,0.596
Tetrahedral,0.553,0.818,0.981
Tetrahedral,0.826,0.287,0.727
Tetrahedral,0.962,0.737,0.558
Tetrahedral,0.833,0.961,0.864
Tetrahedral,1.159,0.524,0.932
Tetrahedral,0.696,0.548,0.256
Tetrahedral,0.709,0.74,0.626
Tetrahedral,0.889,0.528,0.765
Tetrahedral,0.807,0.579,0.447
Tetrahedral,0.577,0.465,0.396
Seesaw,9.358,9.358,9.358
Seesaw,8.096,8.76,8.771
Seesaw,8.717,9.105,8.114
Seesaw,7.45,8.775,8.334
Seesaw,8.532,8.685,8.001
Seesaw,7.084,8.225,7.969
Seesaw,6.756,7.027,8.604
Seesaw,9.022,9.31,7.793
Seesaw,8.165,7.218,8.367
Seesaw,8.739,8.242,8.737
Seesaw,7.855,8.514,8.178
Seesaw,9.033,8.116,7.298
Seesaw,8.736,7.952,8.538
Seesaw,8.227,8.161,8.441
Seesaw,8.174,8.802,8.25
Seesaw,8.742,8.413,8.453
Seesaw,8.049,8.632,8.941
Seesaw,7.736,8.782,7.83
Seesaw,8.748,8.837,7.513
Seesaw,7.747,8.036,8.48
Seesaw,7.456,7.285,7.975
Seesaw,8.171,9.047,8.339
Seesaw,7.727,8.572,8.842
Seesaw,7.687,7.744,8.424
Seesaw,8.429,8.809,8.234
Seesaw,7.793,7.705,7.038
Seesaw,8.513,8.523,8.3
Seesaw,8.093,6.554,8.708
Seesaw,8.257,8.157,7.559
Seesaw,8.241,8.993,7.436
Seesaw,7.714,8.011,8.547
Seesaw,9.524,7.696,8.496
Seesaw,8.204,7.432,8.148
Seesaw,8.843,8.342,8.204
Seesaw,8.964,8.199,7.863
Seesaw,8.632,8.454,9.428
Seesaw,6.54,8.074,8.228
Seesaw,7.43,7.569,7.554
Seesaw,7.976,7.572,8.759
Seesaw,8.418,7.705,8.093
Seesaw,6.528,8.201,9.017
Seesaw,7.82,8.325,8.509
Seesaw,9.465,8.591,8.17
Seesaw,6.814,7.196,8.589
Seesaw,7.404,7.728,8.787
Seesaw,8.853,8.248,8.163
Seesaw,8.274,6.304,6.642
Seesaw,8.514,7.73,8.136
Seesaw,8.535,7.657,7.702
Seesaw,9.019,8.339,9.251
Seesaw,9.144,8.062,8.441
Seesaw,7.735,7.964,7.175
Seesaw,8.291,8.9,7.167
Seesaw,7.478,8.266,8.268
Seesaw,8.724,8.645,9.011
Seesaw,9.238,7.667,8.67
Seesaw,8.256,7.021,8.901
Seesaw,8.128,8.252,8.062
Seesaw,8.184,9.174,8.469
Seesaw,8.955,7.906,8.77
Seesaw,7.469,8.864,7.161
Seesaw,7.897,8.587,8.082
Seesaw,8.633,8.435,7.419
Seesaw,8.221,8.307,8.376
Seesaw,7.816,7.825,7.867
Seesaw,7.977,7.524,8.635
Seesaw,7.404,8.088,8.335
Seesaw,7.843,8.425,8.51
Seesaw,8.413,9.088,8.28
Seesaw,8.742,8.311,7.453
Seesaw,8.348,8.202,7.941
Seesaw,8.611,8.534,8.024
Seesaw,7.713,9.034,5.682
Seesaw,8.146,7.843,7.886
Seesaw,9.042,8.001,7.885
Seesaw,7.014,6.768,8.573
Seesaw,7.486,8.662,7.948
Seesaw,7.734,9.14,8.166
Seesaw,8.586,8.677,7.929
Seesaw,8.803,7.26,9.189
Seesaw,8.85,8.757,8.57
Seesaw,8.204,9.057,8.257
Seesaw,8.723,8.798,8.808
Seesaw,8.325,6.239,8.508
Seesaw,8.272,8.239,8.462
Seesaw,9.01,6.933,7.575
Seesaw,8.39,8.854,8.611
Seesaw,7.69,7.916,7.62
Seesaw,7.86,8.481,8.094
Seesaw,8.547,7.847,7.738
Seesaw,8.245,8.773,7.024
Seesaw,8.539,7.843,8.707
Seesaw,8.236,8.416,7.025
Seesaw,8.274,7.811,8.307
Seesaw,8.531,8.568,7.766
Seesaw,7.832,8.51,8.801
Seesaw,8.726,7.252,8.466
Seesaw,6.685,8.708,7.394
Seesaw,8.428,7.728,7.526
Seesaw,8.569,8.855,6.835
Seesaw,7.771,8.793,8.28
Seesaw,8.622,8.589,9.108
Seesaw,8.508,8.85,7.814
Seesaw,7.71,7.95,7.53
Seesaw,6.979,8.46,8.799
Seesaw,8.156,8.626,9.086
Seesaw,7.917,8.104,8.742
Seesaw,8.214,8.567,6.721
Seesaw,7.359,8.732,8.431
Seesaw,8.221,7.789,8.379
Seesaw,8.264,8.071,9.008
Seesaw,9.035,7.794,8.289
Seesaw,7.315,7.776,7.505
Seesaw,8.772,8.047,6.562
Seesaw,7.33,6.597,8.024
Seesaw,7.684,8.863,8.282
Seesaw,8.39,7.536,8.332
Seesaw,8.245,7.043,8.282
Seesaw,6.886,8.183,8.979
Seesaw,8.517,6.967,9.226
Seesaw,7.016,8.696,6.983
Seesaw,8.129,8.662,7.231
Seesaw,8.583,8.665,8.665
Seesaw,8.161,7.949,8.278
Seesaw,8.539,8.724,8.442
Seesaw,8.91,8.114,7.855
Seesaw,7.627,7.44,7.945
Seesaw,8.537,8.433,7.306
Seesaw,7.67,8.158,8.418
Seesaw,7.765,6.888,7.08
Seesaw,7.295,8.523,8.578
Seesaw,7.639,6.786,7.072
Seesaw,7.525,7.956,8.741
Seesaw,7.602,7.73,8.9
Seesaw,7.185,7.936,7.649
Seesaw,8.436,7.592,7.458
Seesaw,7.935,7.978,7.719
Seesaw,7.839,7.659,6.959
Seesaw,7.983,7.989,8.89
Seesaw,8.238,7.631,8.442
Seesaw,8.577,7.758,9.261
Seesaw,8.298,7.815,8.53
Seesaw,7.441,8.822,7.646
Seesaw,8.603,7.576,9.161
Seesaw,9.12,8.703,8.377
Seesaw,8.66,7.76,7.657
Seesaw,8.549,8.818,8.493
Seesaw,9.818,8.418,7.736
Seesaw,8.892,8.493,7.815
Seesaw,8.433,6.418,8.144
Seesaw,8.751,7.836,8.107
Seesaw,7.73,9.375,6.901
Seesaw,8.451,7.851,8.307
Seesaw,7.216,8.617,8.553
Seesaw,8.097,7.194,8.263
Seesaw,8.732,8.775,8.129
Seesaw,8.325,8.907,7.835
Seesaw,8.662,8.564,8.536
Seesaw,8.154,6.499,8.381
Seesaw,8.478,7.064,8.374
Seesaw,8.532,7.504,6.613
Seesaw,6.796,8.414,7.541
Seesaw,7,9.438,7.851
Seesaw,9.118,8.387,8.708
Seesaw,8.227,7.665,8.921
Seesaw,6.097,7.063,7.902
Seesaw,7.393,8.261,8.772
Seesaw,7.044,8.394,7.577
Seesaw,8.053,7.451,8.451
Seesaw,7.412,8.539,7.758
Seesaw,8.793,8.928,8.036
Seesaw,7.244,7.623,7.669
Seesaw,7.852,8.697,8.336
Seesaw,8.417,8.282,8.914
Seesaw,8.124,8.734,9.165
Seesaw,7.934,8.454,8.613
Seesaw,8.292,8.909,7.922
Seesaw,7.744,9.296,8.817
Seesaw,8.373,8.434,8.97
Seesaw,8.09,8.631,8.542
Seesaw,8.458,7.863,7.541
Seesaw,8.556,7.377,8.917
Seesaw,7.937,8.389,8.393
Seesaw,6.893,8.186,7.285
Seesaw,9.171,6.641,8.617
Seesaw,8.544,8.254,6.881
Seesaw,8.032,8.172,8.545
Seesaw,8.78,7.05,8.484
Seesaw,7.623,8.538,8.276
Seesaw,8.652,8.344,7.139
Seesaw,7.614,8.914,8.322
Seesaw,6.701,9.283,9.102
Seesaw,8.562,6.596,6.799
Seesaw,7.36,8.085,8.909
Seesaw,7.311,7.911,8.336
Seesaw,7.693,8.456,7.302
Seesaw,7.342,8.461,7.022
Seesaw,6.326,8.644,8.626
Seesaw,6.904,8.371,7.575
Seesaw,7.75,8.731,8.272
Seesaw,8.292,8.974,5.565
Seesaw,8.514,8.891,8.512
Seesaw,8.416,7.735,8.206
Seesaw,8.186,9.004,7.495
Seesaw,9.011,8.59,8.69
Seesaw,8.362,8.625,8.759
Seesaw,8.81,6.851,8.317
Seesaw,8.174,8.292,7.971
Seesaw,5.848,8.61,7.432
Seesaw,8.388,7.918,8.747
Seesaw,8.995,8.187,8.438
Seesaw,8.987,8.177,8.528
Seesaw,8.139,7.157,7.42
Seesaw,7.71,8.93,7.852
Seesaw,8.424,8.34,8.203
Seesaw,7.684,7.763,7.414
Seesaw,8.399,8.316,8.44
Seesaw,8.232,6.333,8.336
Seesaw,7.097,8.841,6.694
Seesaw,7.974,6.679,8.855
Seesaw,6.963,8.666,7.961
Seesaw,8.039,8.08,8.233
Seesaw,8.491,7.499,7.89
Seesaw,7.473,8.182,6.026
Seesaw,7.453,8.717,8.99
Seesaw,8.87,8.844,8.41
Seesaw,7.222,8.526,7.728
Seesaw,7.894,8.937,7.915
Seesaw,8.535,6.866,6.512
Seesaw,7.634,5.708,7.033
Seesaw,7.996,7.904,8.652
Seesaw,7.991,7.337,7.893
Seesaw,8.643,8.375,7.491
Seesaw,7.349,8.259,9.378
Seesaw,6.79,6.593,7.069
Seesaw,8.802,7.686,8.85
Seesaw,7.839,8.543,8.768
Seesaw,8.599,8.096,7.169
Seesaw,8.327,8.009,7.592
Seesaw,7.305,8.315,8.103
Seesaw,8.052,9.028,8.736
Seesaw,8.72,7.918,8.091
Seesaw,7.72,7.987,8.713
Seesaw,8.533,8.239,8.213
Seesaw,9.335,8.184,6.915
Seesaw,7.714,8.287,7.663
Seesaw,7.866,8.689,8.327
Seesaw,7.719,8.157,8.271
Seesaw,7.536,6.511,8.137
Seesaw,7.652,7.863,6.786
Seesaw,8.372,8.498,6.476
Seesaw,8.73,8.688,7.982
Seesaw,7.098,8.882,8.136
Seesaw,7.88,8.359,7.229
Seesaw,7.81,8.682,9.146
Seesaw,8.139,8.06,7.911
Seesaw,7.108,7.281,8.572
Seesaw,7.343,7.678,7.524
Seesaw,8.101,8.902,7.8
Seesaw,9.104,8.081,8.243
Seesaw,9.119,8.68,9.374
Seesaw,8.744,8.343,8.913
Seesaw,8.415,7.919,6.583
Seesaw,8.553,6.595,8.267
Seesaw,8.807,7.901,9.331
Seesaw,8.622,8.224,8.128
Seesaw,7.437,8.862,8.123
Seesaw,7.609,8.9,7.733
Seesaw,8.72,7.987,9.181
Seesaw,6.957,7.835,7.547
Seesaw,5.743,7.97,8.318
Seesaw,7.794,9.145,7.486
Seesaw,8.93,7.42,7.152
Seesaw,6.773,8.291,7.266
Seesaw,8.9,7.844,8.407
Seesaw,8.726,8.061,9.157
Seesaw,8.887,8.146,8.235
Seesaw,6.852,8.344,8.873
Seesaw,8.6,9.024,8.305
Seesaw,7.176,7.268,8.103
Seesaw,8.631,8.508,9.227
Seesaw,8.661,8.234,7.957
Seesaw,7.874,9.026,7.263
Seesaw,8.347,6.74,8.151
Seesaw,7.097,9.019,7.925
Seesaw,7.189,7.93,8.004
Seesaw,7.609,8.491,8.552
Seesaw,7.992,7.117,7.971
Seesaw,8.703,7.076,8.407
Seesaw,8.209,8.796,6.863
Seesaw,7.831,7.817,8.338
Seesaw,7.564,9.111,8.95
Seesaw,8.586,6.001,7.89
Seesaw,7.921,8.655,8.506
Seesaw,7.663,8.291,8.417
Seesaw,8.162,8.128,8.311
Seesaw,8.554,6.774,8.976
Seesaw,8.256,7.772,8.772
Seesaw,8.767,8.46,7.122
Seesaw,7.649,8.537,8.641
Seesaw,8.891,9.165,7.732
Seesaw,8.655,8.49,9.237
Seesaw,7.636,7.587,8.536
Seesaw,7.627,7.432,7.232
Seesaw,8.477,8.997,7.518
Seesaw,8.246,8.574,9.17
Seesaw,8.455,8.736,7.792
Seesaw,8.446,7.95,8.192
Seesaw,8.271,8.846,8.142
Seesaw,8.224,8.379,7.348
Seesaw,8.085,9.147,8.461
Seesaw,8.544,8.55,8.489
Seesaw,6.867,8.274,7.681
Seesaw,8.298,6.76,8.353
Seesaw,8.659,7.993,5.91
Seesaw,8.633,7.378,8.237
Seesaw,8.796,8.611,8.882
Seesaw,8.788,8.66,7.491
Seesaw,7.043,7.129,7.462
Seesaw,8.846,8.223,7.109
Seesaw,8.369,8.094,8.549
Seesaw,8.681,8.334,8.65
Seesaw,7.589,7.511,7.914
Seesaw,8.786,8.048,8.5
Seesaw,7.629,8.37,8.692
Seesaw,7.84,6.879,8.374
Seesaw,8.28,7.236,8.15
Seesaw,8.826,7.07,7.669
Seesaw,8.844,7.476,7.883
Seesaw,7.592,8.233,8.972
Seesaw,6.986,7.767,7.758
Seesaw,7.504,9.216,7.112
Seesaw,8.225,7.717,8.748
Seesaw,7.014,7.938,8.553
Seesaw,7.432,8.096,8.434
Seesaw,7.394,9.112,8.212
Seesaw,8.272,8.323,6.548
Seesaw,7.743,8.911,7.42
Seesaw,7.991,7.404,8.467
Seesaw,8.186,8.245,6.713
Seesaw,7.809,8.259,8.435
Seesaw,8.769,8.459,7.444
Seesaw,8.51,8.365,8.534
Seesaw,8.034,8.232,9.061
Seesaw,7.334,8.094,7.608
Seesaw,8.522,8.379,8.43
Seesaw,8.725,8.079,7.784
Seesaw,8.413,8.217,8.998
Seesaw,7.938,7.929,8.295
Seesaw,7.94,7.298,8.392
Seesaw,6.851,8.328,8.638
Seesaw,8.746,7.934,8.295
Seesaw,8.711,8.581,8.572
Seesaw,8.373,7.181,8.849
Seesaw,9.221,8.374,8.774
Seesaw,8.469,8.331,9.219
Seesaw,7.191,8.575,8.35
Seesaw,8.701,8.673,8.245
Seesaw,8.1,9.184,7.999
Seesaw,7.351,8.551,8.128
Seesaw,8.921,8.008,8.271
Seesaw,8.373,8.564,7.783
Seesaw,7.748,8.879,9.023
Seesaw,8.812,8.601,8.382
Seesaw,8.771,9.08,8.369
Seesaw,8.166,8.431,8.803
Seesaw,8.733,8.441,7.372
Seesaw,8.593,8.777,8.573
Seesaw,8.562,8.22,9.039
Seesaw,7.229,8.616,6.347
Seesaw,8.083,8.697,7.852
Seesaw,6.603,7.728,6.484
Seesaw,9.178,7.874,8.19
Seesaw,7.886,8.527,7.958
Seesaw,8.143,7.466,9.017
Seesaw,8.837,8.711,8.429
Seesaw,7.549,9.281,8.953
Seesaw,8.455,9.372,8.759
Seesaw,6.994,8.5,8.158
Seesaw,7.588,8.13,8.393
Seesaw,8.188,7.095,7.623
Seesaw,7.888,7.704,7.747
Seesaw,7.186,8.783,7.667
Seesaw,7.868,5.899,8.538
Seesaw,8.341,8.322,8.398
Seesaw,8.798,7.348,8.066
Seesaw,6.834,6.979,8.987
Seesaw,7.535,8.269,8.252
Seesaw,8.541,8.351,8.251
Seesaw,7.425,8.632,8.473
Seesaw,8.894,8.167,7.796
Seesaw,8.578,8.17,9.05
Seesaw,8.738,7.273,8.553
Seesaw,7.885,8.842,9.138
Seesaw,8.001,7.752,8.552
Seesaw,8.197,8.345,7.36
Seesaw,8.269,7.21,8.206
Seesaw,8.122,8.759,6.865
Seesaw,8.266,7.715,7.867
Seesaw,8.131,8.816,7.664
Seesaw,7.624,8.433,8.222
Seesaw,8.496,8.857,8.121
Seesaw,7.955,7.216,9.015
Seesaw,7.476,7.687,7.688
Seesaw,8.103,7.583,8.756
Seesaw,7.344,8.827,8.87
Seesaw,7.88,8.722,8.832
Seesaw,7.737,7.779,6.048
Seesaw,8.725,8.048,7.924
Seesaw,7.325,8.269,7.881
Seesaw,7.767,8.993,9.279
Seesaw,8.004,9.039,8.113
Seesaw,7.905,8.096,8.371
Seesaw,9.009,7.911,8.949
Seesaw,8.353,9.012,5.807
Seesaw,8.667,7.792,8.579
Seesaw,7.585,7.211,8.279
Seesaw,8.19,8.022,8.319
Seesaw,8.918,8.544,8.595
Seesaw,9.142,7.872,7.378
Seesaw,7.242,8.761,8.088
Seesaw,7.217,8.753,6.23
Seesaw,8.902,7.869,8.057
Seesaw,8.013,9.267,8.248
Seesaw,8.577,7.643,8.561
Seesaw,7.099,9.068,8.213
Seesaw,8.296,9.031,7.458
Seesaw,7.489,8.277,8.5
Seesaw,8.416,6.568,8.219
Seesaw,7.83,8.454,8.977
Seesaw,7.88,7.839,9.23
Seesaw,9.218,8.889,8.114
Seesaw,8.55,8.048,8.313
Seesaw,8.558,7.999,8.966
Seesaw,8.017,8.154,8.957
Seesaw,7.728,8.477,7.949
Seesaw,7.821,8.301,7.883
Seesaw,8.418,7.654,8.183
