Coordination,r1_c36,r2_c36,r3_c36
V-trigonal-bipyramid,2.748,90.608,2.892
V-trigonal-bipyramid,1.81,89.49,3.281
V-trigonal-bipyramid,3.189,89.067,3.084
V-trigonal-bipyramid,1.502,92.09,2.117
V-trigonal-bipyramid,1.324,92.232,1.523
V-trigonal-bipyramid,1.907,88.922,2.411
V-trigonal-bipyramid,2.276,85.864,1.704
V-trigonal-bipyramid,1.711,82.698,3.453
V-trigonal-bipyramid,1.933,93.499,1.952
V-trigonal-bipyramid,1.901,87.397,2.494
V-trigonal-bipyramid,2.842,53.179,3.501
V-trigonal-bipyramid,1.726,76.859,2.826
V-trigonal-bipyramid,1.485,62.173,2.435
V-trigonal-bipyramid,2.301,67.686,2.504
V-trigonal-bipyramid,1.915,70.917,2.185
V-trigonal-bipyramid,1.893,84.608,2.727
V-trigonal-bipyramid,2.125,77.048,3.118
V-trigonal-bipyramid,2.314,79.456,2.607
V-trigonal-bipyramid,1.444,83.683,1.505
V-trigonal-bipyramid,1.506,87.087,3.675
V-trigonal-bipyramid,2.008,80.946,2.76
V-trigonal-bipyramid,2.297,84.49,2.265
V-trigonal-bipyramid,1.159,78.811,2.689
V-trigonal-bipyramid,2.618,85.162,2.194
V-trigonal-bipyramid,1.712,80.35,2.515
V-trigonal-bipyramid,1.606,84.982,3.749
V-trigonal-bipyramid,2.122,85.225,2.753
V-trigonal-bipyramid,2.307,81.302,3.214
V-trigonal-bipyramid,2.413,80.846,2.381
V-trigonal-bipyramid,1.291,77.749,2.036
V-trigonal-bipyramid,2.298,79.565,1.945
V-trigonal-bipyramid,1.944,75.552,1.84
V-trigonal-bipyramid,1.865,78.374,2.666
V-trigonal-bipyramid,2.404,78.859,2.004
V-trigonal-bipyramid,1.837,83.272,1.775
V-trigonal-bipyramid,2.224,77.231,1.637
V-trigonal-bipyramid,2.066,82.707,2.18
V-trigonal-bipyramid,1.782,75.21,2.23
V-trigonal-bipyramid,1.787,82.393,1.714
V-trigonal-bipyramid,1.698,80.765,2.821
V-trigonal-bipyramid,1.743,78.142,2.217
V-trigonal-bipyramid,2.043,79.124,3.037
V-trigonal-bipyramid,2.253,75.303,3.121
V-trigonal-bipyramid,1.76,76.748,2.12
V-trigonal-bipyramid,2.415,78.366,2.339
V-trigonal-bipyramid,1.858,76.728,2.069
V-trigonal-bipyramid,2.469,80.789,2.512
V-trigonal-bipyramid,2.008,74.854,2.582
V-trigonal-bipyramid,1.686,81.157,2.633
V-trigonal-bipyramid,1.834,78.769,2.271
V-trigonal-bipyramid,2.111,81.589,1.654
V-trigonal-bipyramid,1.772,79.875,1.504
V-trigonal-bipyramid,1.983,82.458,1.545
V-trigonal-bipyramid,2.728,79.926,2.343
V-trigonal-bipyramid,1.987,81.834,2.293
V-trigonal-bipyramid,1.931,78.657,2.897
V-trigonal-bipyramid,1.168,87.504,2.051
V-trigonal-bipyramid,1.989,87.265,2.29
V-trigonal-bipyramid,2.376,92.857,2.387
V-trigonal-bipyramid,1.678,90.407,1.924
V-trigonal-bipyramid,1.696,89.619,2.375
V-trigonal-bipyramid,1.486,79.724,2.474
V-trigonal-bipyramid,2.217,85.451,2.524
V-trigonal-bipyramid,1.636,73.777,2.44
V-trigonal-bipyramid,2.192,83.195,2.841
V-trigonal-bipyramid,2.773,80.33,2.023
V-trigonal-bipyramid,2.597,81.717,2.818
V-trigonal-bipyramid,1.95,79.941,3.083
V-trigonal-bipyramid,2.544,77.995,2.75
V-trigonal-bipyramid,1.401,78.722,2.026
V-trigonal-bipyramid,2.18,70.795,2.474
V-trigonal-bipyramid,1.864,73.275,2.088
V-trigonal-bipyramid,2.209,69.354,1.798
V-trigonal-bipyramid,3.178,72.939,2.811
V-trigonal-bipyramid,1.816,77.914,2.257
V-trigonal-bipyramid,2.087,83.48,3.009
V-trigonal-bipyramid,3.191,81.374,3.013
V-trigonal-bipyramid,2.846,93.349,2.545
V-trigonal-bipyramid,2.712,79.344,2.405
V-trigonal-bipyramid,1.43,82.584,2.337
V-trigonal-bipyramid,1.845,77.849,2.786
V-trigonal-bipyramid,1.674,81.21,4.137
V-trigonal-bipyramid,1.656,80.59,2.096
V-trigonal-bipyramid,2.712,84.411,2.521
V-trigonal-bipyramid,1.977,81.767,2.044
V-trigonal-bipyramid,2.352,82.866,3.123
V-trigonal-bipyramid,1.65,84.807,3.029
V-trigonal-bipyramid,3.068,80.039,2.464
V-trigonal-bipyramid,1.631,84.692,2.497
V-trigonal-bipyramid,1.524,87.114,2.787
V-trigonal-bipyramid,1.696,84.571,1.412
V-trigonal-bipyramid,1.552,87.453,1.778
V-trigonal-bipyramid,1.811,88.318,2.889
V-trigonal-bipyramid,2.586,84.082,2.403
V-trigonal-bipyramid,1.663,86.719,2.555
V-trigonal-bipyramid,2.107,85.925,2.31
V-trigonal-bipyramid,2.191,87.07,2.262
V-trigonal-bipyramid,1.812,86.344,3.194
V-trigonal-bipyramid,2.393,85.247,2.114
V-trigonal-bipyramid,2.56,83.759,1.873
V-trigonal-bipyramid,2.042,85.633,3.124
V-trigonal-bipyramid,2.893,84.602,1.8
V-trigonal-bipyramid,2.342,85.197,1.962
V-trigonal-bipyramid,2.15,85.812,1.851
V-trigonal-bipyramid,2.158,84.98,2.008
V-trigonal-bipyramid,1.933,83.723,2.42
V-trigonal-bipyramid,1.967,82.993,2.616
V-trigonal-bipyramid,1.914,82.346,2.408
V-trigonal-bipyramid,2.013,81.252,1.658
V-trigonal-bipyramid,1.836,82.616,2.914
V-trigonal-bipyramid,1.98,78.028,1.65
V-trigonal-bipyramid,2.47,77.167,2.692
V-trigonal-bipyramid,2.295,78.412,2.871
V-trigonal-bipyramid,2.408,81.755,1.772
V-trigonal-bipyramid,2.267,79.811,2.404
V-trigonal-bipyramid,1.999,79.945,2.674
V-trigonal-bipyramid,2.914,84.765,2.268
V-trigonal-bipyramid,2.354,79.953,2.531
V-trigonal-bipyramid,2.209,77.447,2.277
V-trigonal-bipyramid,1.493,43.386,2.711
V-trigonal-bipyramid,2.038,53.429,2.348
V-trigonal-bipyramid,2.065,74.949,2.574
V-trigonal-bipyramid,1.493,74.97,3.099
V-trigonal-bipyramid,2.272,77.77,3.271
V-trigonal-bipyramid,2.171,71.231,2.372
V-trigonal-bipyramid,2.504,90.786,1.541
V-trigonal-bipyramid,1.942,87.576,2.68
V-trigonal-bipyramid,2.022,83.475,1.988
V-trigonal-bipyramid,1.469,77.395,3.595
V-trigonal-bipyramid,1.903,75.484,2.888
V-trigonal-bipyramid,2.349,72.772,2.755
V-trigonal-bipyramid,1.752,74.431,2.817
V-trigonal-bipyramid,2.866,70.742,2.273
V-trigonal-bipyramid,2.449,60.901,2.805
V-trigonal-bipyramid,2.425,66.583,2.179
V-trigonal-bipyramid,2.123,71.583,2.184
V-trigonal-bipyramid,2.127,76.534,2.282
V-trigonal-bipyramid,2.06,76.558,1.735
V-trigonal-bipyramid,2.586,75.782,2.826
V-trigonal-bipyramid,2.688,71.315,1.998
V-trigonal-bipyramid,2.571,65.777,1.567
V-trigonal-bipyramid,2.125,60.459,1.674
V-trigonal-bipyramid,1.946,36.672,2.798
V-trigonal-bipyramid,2.433,55.086,2.737
V-trigonal-bipyramid,1.706,38.388,2.825
V-trigonal-bipyramid,1.623,44.899,2.482
V-trigonal-bipyramid,2.012,60.442,2.852
V-trigonal-bipyramid,2.303,50.226,2.634
V-trigonal-bipyramid,1.783,57.811,1.893
V-trigonal-bipyramid,2.392,36.025,1.81
V-trigonal-bipyramid,2.471,70.736,2.253
V-trigonal-bipyramid,2.134,70.774,2.811
V-trigonal-bipyramid,2.213,93.176,2.405
V-trigonal-bipyramid,1.825,87.339,2.806
V-trigonal-bipyramid,2.226,76.421,2.353
V-trigonal-bipyramid,2.052,82.42,2.617
V-trigonal-bipyramid,1.226,73.302,2.355
V-trigonal-bipyramid,1.607,89.174,2.416
V-trigonal-bipyramid,2.775,82.638,2.125
V-trigonal-bipyramid,2.193,85.538,2.531
V-trigonal-bipyramid,2.126,76.518,3.074
V-trigonal-bipyramid,1.496,85.988,3.026
V-trigonal-bipyramid,2.492,88.073,2.629
V-trigonal-bipyramid,1.463,92.773,2.984
V-trigonal-bipyramid,1.465,92.146,2.304
V-trigonal-bipyramid,1.905,91.59,2.753
V-trigonal-bipyramid,1.598,91.973,2.735
V-trigonal-bipyramid,2.007,90.553,2.812
V-trigonal-bipyramid,2.332,91.188,2.874
V-trigonal-bipyramid,2.246,86.538,2.325
V-trigonal-bipyramid,2.546,87.301,2.093
V-trigonal-bipyramid,2.87,91.249,3.179
V-trigonal-bipyramid,2.077,89.478,2.691
V-trigonal-bipyramid,2.384,85.956,2.737
V-trigonal-bipyramid,1.546,83.45,2.843
V-trigonal-bipyramid,1.796,84.248,3.253
V-trigonal-bipyramid,2.015,80.355,2.52
V-trigonal-bipyramid,2.048,75.642,3.112
V-trigonal-bipyramid,2.884,77.908,3.304
V-trigonal-bipyramid,1.869,84.726,2.597
V-trigonal-bipyramid,1.968,79.509,2.71
V-trigonal-bipyramid,1.655,78.26,3.258
V-trigonal-bipyramid,2.358,84.062,2.147
V-trigonal-bipyramid,1.71,93.774,2.343
V-trigonal-bipyramid,2.613,88.79,2.819
V-trigonal-bipyramid,3.093,88.444,1.998
V-trigonal-bipyramid,2.285,83.684,3.585
V-trigonal-bipyramid,2.335,83.073,3.044
V-trigonal-bipyramid,1.745,80.363,2.839
V-trigonal-bipyramid,1.931,84.477,2.976
V-trigonal-bipyramid,1.247,84.165,2.376
V-trigonal-bipyramid,2.096,82.566,2.754
V-trigonal-bipyramid,2.714,81.239,3.131
V-trigonal-bipyramid,1.913,83.559,2.408
V-trigonal-bipyramid,1.884,78.792,3.323
V-trigonal-bipyramid,2.591,75.967,2.228
V-trigonal-bipyramid,2.373,50.21,1.667
V-trigonal-bipyramid,2.463,56.916,2.602
V-trigonal-bipyramid,2.406,50.519,3.4
V-trigonal-bipyramid,1.778,46.451,2.112
V-trigonal-bipyramid,1.895,35.457,2.557
V-trigonal-bipyramid,1.579,38.237,3.217
V-trigonal-bipyramid,1.996,33.143,3.188
V-trigonal-bipyramid,1.997,35.711,3.491
V-trigonal-bipyramid,2.059,32.306,3.337
V-trigonal-bipyramid,2.01,29.966,1.967
V-trigonal-bipyramid,1.776,25.274,2.929
V-trigonal-bipyramid,1.657,28.177,3.19
V-trigonal-bipyramid,2.064,38.604,2.508
V-trigonal-bipyramid,2.369,40.309,2.82
V-trigonal-bipyramid,1.803,65.235,3.163
V-trigonal-bipyramid,2.367,93.039,3.054
V-trigonal-bipyramid,2.47,91.124,2.496
V-trigonal-bipyramid,2.148,91.927,3.052
V-trigonal-bipyramid,2.364,92.735,2.758
V-trigonal-bipyramid,1.689,90.907,3.298
V-trigonal-bipyramid,2.79,88.05,2.887
V-trigonal-bipyramid,2.66,87.75,4.073
V-trigonal-bipyramid,2.627,88.087,3.313
V-trigonal-bipyramid,2.514,85.593,2.8
V-trigonal-bipyramid,1.578,83.737,2.621
V-trigonal-bipyramid,2.132,84.185,2.39
V-trigonal-bipyramid,2.343,87.664,3.217
V-trigonal-bipyramid,2.488,86.359,2.723
V-trigonal-bipyramid,1.864,80.997,3.225
V-trigonal-bipyramid,2.362,86.941,3.225
V-trigonal-bipyramid,1.82,87.427,2.682
V-trigonal-bipyramid,2.588,86.116,2.289
V-trigonal-bipyramid,2.601,94.207,2.449
V-trigonal-bipyramid,1.619,90.415,2.406
V-trigonal-bipyramid,1.729,82.411,3.041
V-trigonal-bipyramid,1.988,70.952,3.228
V-trigonal-bipyramid,1.535,87.741,2.952
V-trigonal-bipyramid,2.576,77.976,2.818
V-trigonal-bipyramid,2.576,79.701,2.294
V-trigonal-bipyramid,1.781,86.413,2.073
V-trigonal-bipyramid,2.12,86.852,2.133
V-trigonal-bipyramid,2.285,83.679,2.261
V-trigonal-bipyramid,2.005,80.828,2.467
V-trigonal-bipyramid,2.371,71.65,2.707
V-trigonal-bipyramid,1.346,91.073,2.257
V-trigonal-bipyramid,2.013,86.714,2.935
V-trigonal-bipyramid,3.227,87.577,2.513
V-trigonal-bipyramid,2.641,84.686,2.746
V-trigonal-bipyramid,2.891,79.016,2.673
V-trigonal-bipyramid,2.086,84.227,2.196
V-trigonal-bipyramid,2.637,80.042,3.066
V-trigonal-bipyramid,2.134,78.361,2.374
V-trigonal-bipyramid,2.052,75.827,2.589
V-trigonal-bipyramid,2.537,80.767,2.493
V-trigonal-bipyramid,1.955,81.636,2.867
V-trigonal-bipyramid,2.825,74.691,2.03
V-trigonal-bipyramid,1.534,79.143,2.489
V-trigonal-bipyramid,2.412,73.835,3.4
V-trigonal-bipyramid,1.401,71.254,3.099
V-trigonal-bipyramid,2.282,79.448,2.89
V-trigonal-bipyramid,2.723,79.088,3.118
V-trigonal-bipyramid,2.216,85.118,2.622
V-trigonal-bipyramid,2.318,82.184,2.507
V-trigonal-bipyramid,1.915,81.089,3.193
V-trigonal-bipyramid,1.688,88.458,2.541
V-trigonal-bipyramid,1.714,84.578,2.703
V-trigonal-bipyramid,3.146,89.41,2.847
V-trigonal-bipyramid,1.922,92.679,2.308
V-trigonal-bipyramid,1.631,91.149,2.754
V-trigonal-bipyramid,2.008,86.593,3.518
V-trigonal-bipyramid,1.993,83.141,3.107
V-trigonal-bipyramid,1.802,90.228,1.748
V-trigonal-bipyramid,2.888,90.85,3.559
V-trigonal-bipyramid,2.453,68.104,3.376
V-trigonal-bipyramid,2.276,59.859,2.333
V-trigonal-bipyramid,1.7,38.251,2.513
V-trigonal-bipyramid,2.433,57.916,2.581
V-trigonal-bipyramid,2.266,51.085,2.995
V-trigonal-bipyramid,2.42,71.784,2.026
V-trigonal-bipyramid,2.137,73.594,2.394
V-trigonal-bipyramid,2.121,74.929,3.224
V-trigonal-bipyramid,1.777,78.099,2.119
V-trigonal-bipyramid,1.93,66.558,2.494
V-trigonal-bipyramid,2.109,60.687,1.918
V-trigonal-bipyramid,2.582,65.243,2.565
V-trigonal-bipyramid,2.698,55.472,2.48
V-trigonal-bipyramid,2.748,36.356,2.744
V-trigonal-bipyramid,1.896,36.26,2.841
V-trigonal-bipyramid,1.817,25.353,2.28
V-trigonal-bipyramid,2.307,42.466,2.199
V-trigonal-bipyramid,1.373,42.647,3.173
V-trigonal-bipyramid,1.656,43.461,2.178
V-trigonal-bipyramid,2.005,62.551,2.905
V-trigonal-bipyramid,1.944,56.078,3.292
V-trigonal-bipyramid,1.435,54.896,2.715
